"AccessionID","Clade"
"EPI_ISL_12322390","GRA"
"EPI_ISL_12322391","GRA"
"EPI_ISL_12322392","GRA"
"EPI_ISL_12322393","GRA"
"EPI_ISL_12322394","GRA"
"EPI_ISL_12322395","GRA"
"EPI_ISL_12322396","GRA"
"EPI_ISL_12332029","GRA"
"EPI_ISL_12400589","GRA"
"EPI_ISL_12400590","GRA"
"EPI_ISL_12400591","GRA"
"EPI_ISL_12400592","GRA"
"EPI_ISL_12401871","GRA"
"EPI_ISL_12429733","GRA"
"EPI_ISL_12429734","GRA"
"EPI_ISL_12429735","GRA"
"EPI_ISL_12429736","GRA"
"EPI_ISL_12429737","GRA"
"EPI_ISL_12429738","GRA"
"EPI_ISL_12429739","GRA"
"EPI_ISL_12429740","GRA"
"EPI_ISL_12429741","GRA"
"EPI_ISL_12429742","GRA"
"EPI_ISL_12429743","GRA"
"EPI_ISL_12429744","GRA"
"EPI_ISL_12509993","GRA"
"EPI_ISL_12509994","GRA"
"EPI_ISL_12509995","GRA"
"EPI_ISL_12509996","GRA"
"EPI_ISL_12509997","GRA"
"EPI_ISL_12509998","GRA"
"EPI_ISL_12509999","GRA"
"EPI_ISL_12510000","GRA"
"EPI_ISL_12510001","GRA"
"EPI_ISL_12510002","GRA"
"EPI_ISL_12510003","GRA"
"EPI_ISL_12510004","GRA"
"EPI_ISL_12510005","GRA"
"EPI_ISL_12510006","GRA"
"EPI_ISL_12510007","GRA"
"EPI_ISL_12510008","GRA"
"EPI_ISL_12510009","GRA"
"EPI_ISL_12510010","GRA"
"EPI_ISL_12510011","GRA"
"EPI_ISL_12510012","GRA"
"EPI_ISL_12510013","GRA"
"EPI_ISL_12510014","GRA"
"EPI_ISL_12510015","GRA"
"EPI_ISL_12510016","GRA"
"EPI_ISL_12510017","GRA"
"EPI_ISL_12510018","GRA"
"EPI_ISL_12510019","GRA"
"EPI_ISL_12510020","GRA"
"EPI_ISL_12510021","GRA"
"EPI_ISL_12510022","GRA"
"EPI_ISL_12510023","GRA"
"EPI_ISL_12510024","GRA"
"EPI_ISL_12510025","GRA"
"EPI_ISL_12510026","GRA"
"EPI_ISL_12510027","GRA"
"EPI_ISL_12510028","GRA"
"EPI_ISL_12510029","GRA"
"EPI_ISL_12510030","GRA"
"EPI_ISL_12510031","GRA"
"EPI_ISL_12510032","GRA"
"EPI_ISL_12510033","GRA"
"EPI_ISL_12510034","GRA"
"EPI_ISL_12510035","GRA"
"EPI_ISL_12510036","GRA"
"EPI_ISL_12510037","GRA"
"EPI_ISL_12510038","GRA"
"EPI_ISL_12510039","GRA"
"EPI_ISL_12510040","GRA"
"EPI_ISL_12510041","GRA"
"EPI_ISL_12510042","GRA"
"EPI_ISL_12510043","GRA"
"EPI_ISL_12510044","GRA"
"EPI_ISL_12510045","GRA"
"EPI_ISL_12510046","GRA"
"EPI_ISL_12510047","GRA"
"EPI_ISL_12510048","GRA"
"EPI_ISL_12510049","GRA"
"EPI_ISL_12510050","GRA"
"EPI_ISL_12510051","GRA"
"EPI_ISL_12510052","GRA"
"EPI_ISL_12510053","GRA"
"EPI_ISL_12510054","GRA"
"EPI_ISL_12510055","GRA"
"EPI_ISL_12510056","GRA"
"EPI_ISL_12510057","GRA"
"EPI_ISL_12510058","GRA"
"EPI_ISL_12510059","GRA"
"EPI_ISL_12510060","GRA"
"EPI_ISL_12510061","GRA"
"EPI_ISL_12510062","GRA"
"EPI_ISL_12510063","GRA"
"EPI_ISL_12510064","GRA"
"EPI_ISL_12510065","GRA"
"EPI_ISL_12510066","GRA"
"EPI_ISL_12510067","GRA"
"EPI_ISL_12510068","GRA"
"EPI_ISL_12510069","GRA"
"EPI_ISL_12510070","GRA"
"EPI_ISL_12510071","GRA"
"EPI_ISL_12510072","GRA"
"EPI_ISL_12510073","GRA"
"EPI_ISL_12510074","GRA"
"EPI_ISL_12510075","GRA"
"EPI_ISL_12510076","GRA"
"EPI_ISL_12510077","GRA"
"EPI_ISL_12510078","GRA"
"EPI_ISL_12510079","GRA"
"EPI_ISL_12510080","GRA"
"EPI_ISL_12510081","GRA"
"EPI_ISL_12510082","GRA"
"EPI_ISL_12510083","GRA"
"EPI_ISL_12510084","GRA"
"EPI_ISL_12510085","GRA"
"EPI_ISL_12510086","GRA"
"EPI_ISL_12510087","GRA"
"EPI_ISL_12510088","GRA"
"EPI_ISL_12510089","GRA"
"EPI_ISL_12510090","GRA"
"EPI_ISL_12510091","GRA"
"EPI_ISL_12510092","GRA"
"EPI_ISL_12510093","GRA"
"EPI_ISL_12510094","GRA"
"EPI_ISL_12510095","GRA"
"EPI_ISL_12510096","GRA"
"EPI_ISL_12510097","GRA"
"EPI_ISL_12510098","GRA"
"EPI_ISL_12510099","GRA"
"EPI_ISL_12510100","GRA"
"EPI_ISL_12510101","GRA"
"EPI_ISL_12510102","GRA"
"EPI_ISL_12510103","GRA"
"EPI_ISL_12510104","GRA"
"EPI_ISL_12510105","GRA"
"EPI_ISL_12510106","GRA"
"EPI_ISL_12510107","GRA"
"EPI_ISL_12510108","GRA"
"EPI_ISL_12510109","GRA"
"EPI_ISL_12510110","GRA"
"EPI_ISL_12510111","GRA"
"EPI_ISL_12510112","GRA"
"EPI_ISL_12510113","GRA"
"EPI_ISL_12510114","GRA"
"EPI_ISL_12510115","GRA"
"EPI_ISL_12510116","GRA"
"EPI_ISL_12510117","GRA"
"EPI_ISL_12510118","GRA"
"EPI_ISL_12510119","GRA"
"EPI_ISL_12510120","GRA"
"EPI_ISL_12510121","GRA"
"EPI_ISL_12510122","GRA"
"EPI_ISL_12510123","GRA"
"EPI_ISL_12510124","GRA"
"EPI_ISL_12510125","GRA"
"EPI_ISL_12510126","GRA"
"EPI_ISL_12510127","GRA"
"EPI_ISL_12510128","GRA"
"EPI_ISL_12510129","GRA"
"EPI_ISL_12510130","GRA"
"EPI_ISL_12510131","GRA"
"EPI_ISL_12510132","GRA"
"EPI_ISL_12510133","GRA"
"EPI_ISL_12510134","GRA"
"EPI_ISL_12510135","GRA"
"EPI_ISL_12510136","GRA"
"EPI_ISL_12510137","GRA"
"EPI_ISL_12510138","GRA"
"EPI_ISL_12510139","GRA"
"EPI_ISL_12510140","GRA"
"EPI_ISL_12510141","GRA"
"EPI_ISL_12510142","GRA"
"EPI_ISL_12510143","GRA"
"EPI_ISL_12510144","GRA"
"EPI_ISL_12510145","GRA"
"EPI_ISL_12510146","GRA"
"EPI_ISL_12510147","GRA"
"EPI_ISL_12510148","GRA"
"EPI_ISL_12510149","GRA"
"EPI_ISL_12510150","GRA"
"EPI_ISL_12510151","GRA"
"EPI_ISL_12510152","GRA"
"EPI_ISL_12510153","GRA"
"EPI_ISL_12510154","GRA"
"EPI_ISL_12510155","GRA"
"EPI_ISL_12510156","GRA"
"EPI_ISL_12510157","GRA"
"EPI_ISL_12510158","GRA"
"EPI_ISL_12510159","GRA"
"EPI_ISL_12510160","GRA"
"EPI_ISL_12510161","GRA"
"EPI_ISL_12510162","GRA"
"EPI_ISL_12510163","GRA"
"EPI_ISL_12510164","GRA"
"EPI_ISL_12510165","GRA"
"EPI_ISL_12510166","GRA"
"EPI_ISL_12510167","GRA"
"EPI_ISL_12510168","GRA"
"EPI_ISL_12510169","GRA"
"EPI_ISL_12510170","GRA"
"EPI_ISL_12510171","GRA"
"EPI_ISL_12510172","GRA"
"EPI_ISL_12510173","GRA"
"EPI_ISL_12510174","GRA"
"EPI_ISL_12510175","GRA"
"EPI_ISL_12510176","GRA"
"EPI_ISL_12510177","GRA"
"EPI_ISL_12510178","GRA"
"EPI_ISL_12510179","GRA"
"EPI_ISL_12510180","GRA"
"EPI_ISL_12510181","GRA"
"EPI_ISL_12510182","GRA"
"EPI_ISL_12510183","GRA"
"EPI_ISL_12510184","GRA"
"EPI_ISL_12510185","GRA"
"EPI_ISL_12510186","GRA"
"EPI_ISL_12510187","GRA"
"EPI_ISL_12510188","GRA"
"EPI_ISL_12510189","GRA"
"EPI_ISL_12510190","GRA"
"EPI_ISL_12510191","GRA"
"EPI_ISL_12510192","GRA"
"EPI_ISL_12510193","GRA"
"EPI_ISL_12510194","GRA"
"EPI_ISL_12510195","GRA"
"EPI_ISL_12510196","GRA"
"EPI_ISL_12510197","GRA"
"EPI_ISL_12510198","GRA"
"EPI_ISL_12510199","GRA"
"EPI_ISL_12510200","GRA"
"EPI_ISL_12510201","GRA"
"EPI_ISL_12510202","GRA"
"EPI_ISL_12510203","GRA"
"EPI_ISL_12510204","GRA"
"EPI_ISL_12510205","GRA"
"EPI_ISL_12510206","GRA"
"EPI_ISL_12510207","GRA"
"EPI_ISL_12510208","GRA"
"EPI_ISL_12510209","GRA"
"EPI_ISL_12510210","GRA"
"EPI_ISL_12510211","GRA"
"EPI_ISL_12510212","GRA"
"EPI_ISL_12510213","GRA"
"EPI_ISL_12510214","GRA"
"EPI_ISL_12510215","GRA"
"EPI_ISL_12510216","GRA"
"EPI_ISL_12510217","GRA"
"EPI_ISL_12510218","GRA"
"EPI_ISL_12510219","GRA"
"EPI_ISL_12510220","GRA"
"EPI_ISL_12510221","GRA"
"EPI_ISL_12510222","GRA"
"EPI_ISL_12510223","GRA"
"EPI_ISL_12510224","GRA"
"EPI_ISL_12510225","GRA"
"EPI_ISL_12510226","GRA"
"EPI_ISL_12510227","GRA"
"EPI_ISL_12510228","GRA"
"EPI_ISL_12510229","GRA"
"EPI_ISL_12510230","GRA"
"EPI_ISL_12510231","GRA"
"EPI_ISL_12510232","GRA"
"EPI_ISL_12510233","GRA"
"EPI_ISL_12510234","GRA"
"EPI_ISL_12510235","GRA"
"EPI_ISL_12510236","GRA"
"EPI_ISL_12510237","GRA"
"EPI_ISL_12510238","GRA"
"EPI_ISL_12510239","GRA"
"EPI_ISL_12510240","GRA"
"EPI_ISL_12510241","GRA"
"EPI_ISL_12510242","GRA"
"EPI_ISL_12510243","GRA"
"EPI_ISL_12510244","GRA"
"EPI_ISL_12510245","GRA"
"EPI_ISL_12510246","GRA"
"EPI_ISL_12510247","GRA"
"EPI_ISL_12510248","GRA"
"EPI_ISL_12510249","GRA"
"EPI_ISL_12510250","GRA"
"EPI_ISL_12510251","GRA"
"EPI_ISL_12510252","GRA"
"EPI_ISL_12510253","GRA"
"EPI_ISL_12510254","GRA"
"EPI_ISL_12510255","GRA"
"EPI_ISL_12510256","GRA"
"EPI_ISL_12510257","GRA"
"EPI_ISL_12510258","GRA"
"EPI_ISL_12510259","GRA"
"EPI_ISL_12510260","GRA"
"EPI_ISL_12510261","GRA"
"EPI_ISL_12510262","GRA"
"EPI_ISL_12510263","GRA"
"EPI_ISL_12510264","GRA"
"EPI_ISL_12510265","GRA"
"EPI_ISL_12510266","GRA"
"EPI_ISL_12510267","GRA"
"EPI_ISL_12510268","GRA"
"EPI_ISL_12510269","GRA"
"EPI_ISL_12510270","GRA"
"EPI_ISL_12510271","GRA"
"EPI_ISL_12510272","GRA"
"EPI_ISL_12510273","GRA"
"EPI_ISL_12510274","GRA"
"EPI_ISL_12510275","GRA"
"EPI_ISL_12510276","GRA"
"EPI_ISL_12510277","GRA"
"EPI_ISL_12510278","GRA"
"EPI_ISL_12510279","GRA"
"EPI_ISL_12510280","GRA"
"EPI_ISL_12510281","GRA"
"EPI_ISL_12510282","GRA"
"EPI_ISL_12510283","GRA"
"EPI_ISL_12510284","GRA"
"EPI_ISL_12510285","GRA"
"EPI_ISL_12510286","GRA"
"EPI_ISL_12510287","GRA"
"EPI_ISL_12510288","GRA"
"EPI_ISL_12510289","GRA"
"EPI_ISL_12510290","GRA"
"EPI_ISL_12510291","GRA"
"EPI_ISL_12510292","GRA"
"EPI_ISL_12510293","GRA"
"EPI_ISL_12510294","GRA"
"EPI_ISL_12510295","GRA"
"EPI_ISL_12510296","GRA"
"EPI_ISL_12510297","GRA"
"EPI_ISL_12510298","GRA"
"EPI_ISL_12510299","GRA"
"EPI_ISL_12510300","GRA"
"EPI_ISL_12510301","GRA"
"EPI_ISL_12510302","GRA"
"EPI_ISL_12510303","GRA"
"EPI_ISL_12510304","GRA"
"EPI_ISL_12510305","GRA"
"EPI_ISL_12510306","GRA"
"EPI_ISL_12510307","GRA"
"EPI_ISL_12510308","GRA"
"EPI_ISL_12510309","GRA"
"EPI_ISL_12510310","GRA"
"EPI_ISL_12510311","GRA"
"EPI_ISL_12510312","GRA"
"EPI_ISL_12510313","GRA"
"EPI_ISL_12510314","GRA"
"EPI_ISL_12510315","GRA"
"EPI_ISL_12510316","GRA"
"EPI_ISL_12510317","GRA"
"EPI_ISL_12510318","GRA"
"EPI_ISL_12510319","GRA"
"EPI_ISL_12510320","GRA"
"EPI_ISL_12510321","GRA"
"EPI_ISL_12510322","GRA"
"EPI_ISL_12510323","GRA"
"EPI_ISL_12510324","GRA"
"EPI_ISL_12510325","GRA"
"EPI_ISL_12510326","GRA"
"EPI_ISL_12510327","GRA"
"EPI_ISL_12510328","GRA"
"EPI_ISL_12510329","GRA"
"EPI_ISL_12510330","GRA"
"EPI_ISL_12510331","GRA"
"EPI_ISL_12510332","GRA"
"EPI_ISL_12510333","GRA"
"EPI_ISL_12510334","GRA"
"EPI_ISL_12510335","GRA"
"EPI_ISL_12510336","GRA"
"EPI_ISL_12510337","GRA"
"EPI_ISL_12510338","GRA"
"EPI_ISL_12510339","GRA"
"EPI_ISL_12510340","GRA"
"EPI_ISL_12510341","GRA"
"EPI_ISL_12510342","GRA"
"EPI_ISL_12510343","GRA"
"EPI_ISL_12510344","GRA"
"EPI_ISL_12510345","GRA"
"EPI_ISL_12510346","GRA"
"EPI_ISL_12510347","GRA"
"EPI_ISL_12510348","GRA"
"EPI_ISL_12510349","GRA"
"EPI_ISL_12510350","GRA"
"EPI_ISL_12510351","GRA"
"EPI_ISL_12510352","GRA"
"EPI_ISL_12510353","GRA"
"EPI_ISL_12510354","GRA"
"EPI_ISL_12510355","GRA"
"EPI_ISL_12510356","GRA"
"EPI_ISL_12510357","GRA"
"EPI_ISL_12510358","GRA"
"EPI_ISL_12510359","GRA"
"EPI_ISL_12510360","GRA"
"EPI_ISL_12510361","GRA"
"EPI_ISL_12510362","GRA"
"EPI_ISL_12510363","GRA"
"EPI_ISL_12510364","GRA"
"EPI_ISL_12510365","GRA"
"EPI_ISL_12510366","GRA"
"EPI_ISL_12510367","GRA"
"EPI_ISL_12510368","GRA"
"EPI_ISL_12510369","GRA"
"EPI_ISL_12510370","GRA"
"EPI_ISL_12510371","GRA"
"EPI_ISL_12510372","GRA"
"EPI_ISL_12510373","GRA"
"EPI_ISL_12510374","GRA"
"EPI_ISL_12510375","GRA"
"EPI_ISL_12510376","GRA"
"EPI_ISL_12510377","GRA"
"EPI_ISL_12510378","GRA"
"EPI_ISL_12510379","GRA"
"EPI_ISL_12510380","GRA"
"EPI_ISL_12510381","GRA"
"EPI_ISL_12510382","GRA"
"EPI_ISL_12510383","GRA"
"EPI_ISL_12510384","GRA"
"EPI_ISL_12510385","GRA"
"EPI_ISL_12510386","GRA"
"EPI_ISL_12510387","GRA"
"EPI_ISL_12510388","GRA"
"EPI_ISL_12510389","GRA"
"EPI_ISL_12510390","GRA"
"EPI_ISL_12510391","GRA"
"EPI_ISL_12510392","GRA"
"EPI_ISL_12510393","GRA"
"EPI_ISL_12510394","GRA"
"EPI_ISL_12510395","GRA"
"EPI_ISL_12510396","GRA"
"EPI_ISL_12510397","GRA"
"EPI_ISL_12510398","GRA"
"EPI_ISL_12510399","GRA"
"EPI_ISL_12510400","GRA"
"EPI_ISL_12510401","GRA"
"EPI_ISL_12510402","GRA"
"EPI_ISL_12510403","GRA"
"EPI_ISL_12510404","GRA"
"EPI_ISL_12510405","GRA"
"EPI_ISL_12510406","GRA"
"EPI_ISL_12510407","GRA"
"EPI_ISL_12510408","GRA"
"EPI_ISL_12510409","GRA"
"EPI_ISL_12510410","GRA"
"EPI_ISL_12510411","GRA"
"EPI_ISL_12510412","GRA"
"EPI_ISL_12510413","GRA"
"EPI_ISL_12510414","GRA"
"EPI_ISL_12510415","GRA"
"EPI_ISL_12510416","GRA"
"EPI_ISL_12510417","GRA"
"EPI_ISL_12510418","GRA"
"EPI_ISL_12510419","GRA"
"EPI_ISL_12510420","GRA"
"EPI_ISL_12510421","GRA"
"EPI_ISL_12510422","GRA"
"EPI_ISL_12510423","GRA"
"EPI_ISL_12510424","GRA"
"EPI_ISL_12510425","GRA"
"EPI_ISL_12510426","GRA"
"EPI_ISL_12510427","GRA"
"EPI_ISL_12510428","GRA"
"EPI_ISL_12510429","GRA"
"EPI_ISL_12510430","GRA"
"EPI_ISL_12510431","GRA"
"EPI_ISL_12510432","GRA"
"EPI_ISL_12510433","GRA"
"EPI_ISL_12510434","GRA"
"EPI_ISL_12510435","GRA"
"EPI_ISL_12510436","GRA"
"EPI_ISL_12510437","GRA"
"EPI_ISL_12510438","GRA"
"EPI_ISL_12510439","GRA"
"EPI_ISL_12510440","GRA"
"EPI_ISL_12510441","GRA"
"EPI_ISL_12534751","GK"
"EPI_ISL_12534752","GK"
"EPI_ISL_12534753","GK"
"EPI_ISL_12534754","GRA"
"EPI_ISL_12534755","GRA"
"EPI_ISL_12534756","GRA"
"EPI_ISL_12534757","GRA"
"EPI_ISL_12534758","GRA"
"EPI_ISL_12534759","GRA"
"EPI_ISL_12534760","GRA"
"EPI_ISL_12534761","GRA"
"EPI_ISL_12534762","GRA"
"EPI_ISL_12534763","GRA"
"EPI_ISL_12534764","GRA"
"EPI_ISL_12534765","GRA"
"EPI_ISL_12534766","GRA"
"EPI_ISL_12534767","GRA"
"EPI_ISL_12534768","GRA"
"EPI_ISL_12534769","GRA"
"EPI_ISL_12534770","GRA"
"EPI_ISL_12534771","GRA"
"EPI_ISL_12534772","GRA"
"EPI_ISL_12534773","GRA"
"EPI_ISL_12534774","GRA"
"EPI_ISL_12534775","GK"
"EPI_ISL_12534776","GK"
"EPI_ISL_12534777","GRA"
"EPI_ISL_12534778","GK"
"EPI_ISL_12534779","GRA"
"EPI_ISL_12534780","GRA"
"EPI_ISL_12534781","GRA"
"EPI_ISL_12534782","GK"
"EPI_ISL_12534783","GK"
"EPI_ISL_12534785","GRA"
"EPI_ISL_12534786","GRA"
"EPI_ISL_12534787","GRA"
"EPI_ISL_12534788","GRA"
"EPI_ISL_12534789","GRA"
"EPI_ISL_12534790","GRA"
"EPI_ISL_12534791","GK"
"EPI_ISL_12534792","GRA"
"EPI_ISL_12534793","GK"
"EPI_ISL_12534794","GK"
"EPI_ISL_12534795","GK"
"EPI_ISL_12534796","GRA"
"EPI_ISL_12534797","GRA"
"EPI_ISL_12534798","GRA"
"EPI_ISL_12534799","GRA"
"EPI_ISL_12534800","GRA"
"EPI_ISL_12534801","GRA"
"EPI_ISL_12534802","GRA"
"EPI_ISL_12534803","GRA"
"EPI_ISL_12534804","GRA"
"EPI_ISL_12534805","GRA"
"EPI_ISL_12534806","GRA"
"EPI_ISL_12534807","GRA"
"EPI_ISL_12534808","GRA"
"EPI_ISL_12534809","GRA"
"EPI_ISL_12534810","GRA"
"EPI_ISL_12534811","GRA"
"EPI_ISL_12534812","GRA"
"EPI_ISL_12534813","GRA"
"EPI_ISL_12534814","GRA"
"EPI_ISL_12534815","GRA"
"EPI_ISL_12534816","GRA"
"EPI_ISL_12534817","GRA"
"EPI_ISL_12534818","GRA"
"EPI_ISL_12534819","GRA"
"EPI_ISL_12534820","GRA"
"EPI_ISL_12534821","GRA"
"EPI_ISL_12534822","GRA"
"EPI_ISL_12534823","GK"
"EPI_ISL_12534824","GK"
"EPI_ISL_12534825","GK"
"EPI_ISL_12534826","GRA"
"EPI_ISL_12534827","GK"
"EPI_ISL_12534828","GK"
"EPI_ISL_12534829","GK"
"EPI_ISL_12534830","GK"
"EPI_ISL_12534831","GK"
"EPI_ISL_12534832","GK"
"EPI_ISL_12534833","GK"
"EPI_ISL_12534834","GRA"
"EPI_ISL_12534835","GK"
"EPI_ISL_12534836","GK"
"EPI_ISL_12534837","GRA"
"EPI_ISL_12534838","GRA"
"EPI_ISL_12534839","GRA"
"EPI_ISL_12534840","GRA"
"EPI_ISL_12534841","GRA"
"EPI_ISL_12534842","GRA"
"EPI_ISL_12534843","GRA"
"EPI_ISL_12534844","GRA"
"EPI_ISL_12534845","GRA"
"EPI_ISL_12534846","GRA"
"EPI_ISL_12534847","GRA"
"EPI_ISL_12534848","GK"
"EPI_ISL_12534849","GK"
"EPI_ISL_12534850","GK"
"EPI_ISL_12534851","GK"
"EPI_ISL_12534852","GK"
"EPI_ISL_12534853","GK"
"EPI_ISL_12534854","GK"
"EPI_ISL_12534855","GK"
"EPI_ISL_12534856","GK"
"EPI_ISL_12534857","GK"
"EPI_ISL_12534858","GK"
"EPI_ISL_12534859","GK"
"EPI_ISL_12534860","GK"
"EPI_ISL_12534861","GK"
"EPI_ISL_12534862","GK"
"EPI_ISL_12534863","GK"
"EPI_ISL_12534864","GK"
"EPI_ISL_12534865","GK"
"EPI_ISL_12534866","GRA"
"EPI_ISL_12534867","GRA"
"EPI_ISL_12534868","GK"
"EPI_ISL_12534869","GK"
"EPI_ISL_12534870","GRA"
"EPI_ISL_12534871","GRA"
"EPI_ISL_12534873","GK"
"EPI_ISL_12534874","GRA"
"EPI_ISL_12534875","GK"
"EPI_ISL_12534876","GRA"
"EPI_ISL_12534877","GRA"
"EPI_ISL_12534878","GRA"
"EPI_ISL_12534879","GRA"
"EPI_ISL_12534880","GRA"
"EPI_ISL_12534881","GRA"
"EPI_ISL_12534882","GRA"
"EPI_ISL_12534883","GRA"
"EPI_ISL_12534884","GRA"
"EPI_ISL_12534885","GRA"
"EPI_ISL_12534886","GRA"
"EPI_ISL_12534887","GRA"
"EPI_ISL_12534888","GRA"
"EPI_ISL_12534889","GRA"
"EPI_ISL_12534890","GRA"
"EPI_ISL_12534891","GRA"
"EPI_ISL_12534892","GRA"
"EPI_ISL_12534893","GRA"
"EPI_ISL_12534894","GRA"
"EPI_ISL_12534895","GRA"
"EPI_ISL_12534896","GRA"
"EPI_ISL_12534897","GRA"
"EPI_ISL_12534898","GRA"
"EPI_ISL_12534899","GRA"
"EPI_ISL_12534900","GRA"
"EPI_ISL_12534901","GRA"
"EPI_ISL_12534902","GRA"
"EPI_ISL_12534903","GRA"
"EPI_ISL_12534904","GRA"
"EPI_ISL_12534905","GRA"
"EPI_ISL_12534906","GRA"
"EPI_ISL_12534907","GRA"
"EPI_ISL_12534908","GRA"
"EPI_ISL_12534909","GRA"
"EPI_ISL_12534910","GRA"
"EPI_ISL_12534911","GRA"
"EPI_ISL_12534912","GRA"
"EPI_ISL_12534913","GRA"
"EPI_ISL_12534914","GRA"
"EPI_ISL_12534915","GRA"
"EPI_ISL_12534916","GRA"
"EPI_ISL_12534917","GRA"
"EPI_ISL_12534918","GRA"
"EPI_ISL_12534919","GRA"
"EPI_ISL_12534920","GRA"
"EPI_ISL_12534921","GRA"
"EPI_ISL_12534922","GRA"
"EPI_ISL_12534923","GRA"
"EPI_ISL_12534924","GRA"
"EPI_ISL_12534925","GRA"
"EPI_ISL_12560256","GRA"
"EPI_ISL_12560257","GRA"
"EPI_ISL_12560258","GRA"
"EPI_ISL_12560259","GRA"
"EPI_ISL_12560260","GRA"
"EPI_ISL_12560261","GRA"
"EPI_ISL_12560262","GRA"
"EPI_ISL_12560263","GRA"
"EPI_ISL_12560264","GRA"
"EPI_ISL_12560265","GRA"
"EPI_ISL_12560266","GRA"
"EPI_ISL_12560267","GRA"
"EPI_ISL_12628090","GRA"
"EPI_ISL_12628091","GRA"
"EPI_ISL_12628092","GRA"
"EPI_ISL_12628093","GRA"
"EPI_ISL_12628094","GRA"
"EPI_ISL_12628095","GRA"
"EPI_ISL_12628096","GRA"
"EPI_ISL_12628097","GRA"
"EPI_ISL_12628098","GRA"
"EPI_ISL_12628099","GRA"
"EPI_ISL_12628100","GRA"
"EPI_ISL_12628101","GRA"
"EPI_ISL_12628102","GRA"
"EPI_ISL_12628103","GRA"
"EPI_ISL_12628104","GRA"
"EPI_ISL_12628105","GRA"
"EPI_ISL_12628106","GRA"
"EPI_ISL_12628107","GRA"
"EPI_ISL_12628108","GRA"
"EPI_ISL_12628109","GRA"
"EPI_ISL_12628110","GRA"
"EPI_ISL_12628111","GRA"
"EPI_ISL_12628112","GRA"
"EPI_ISL_12628113","GRA"
"EPI_ISL_12628114","GRA"
"EPI_ISL_12628115","GRA"
"EPI_ISL_12628116","GRA"
"EPI_ISL_12628117","GRA"
"EPI_ISL_12628118","GRA"
"EPI_ISL_12628119","GRA"
"EPI_ISL_12628120","GRA"
"EPI_ISL_12628121","GRA"
"EPI_ISL_12628122","GRA"
"EPI_ISL_12628123","GRA"
"EPI_ISL_12628124","GRA"
"EPI_ISL_12628125","GRA"
"EPI_ISL_12628126","GRA"
"EPI_ISL_12628127","GRA"
"EPI_ISL_12628128","GRA"
"EPI_ISL_12628129","GRA"
"EPI_ISL_12628130","GRA"
"EPI_ISL_12628131","GRA"
"EPI_ISL_12628132","GRA"
"EPI_ISL_12628133","GRA"
"EPI_ISL_12628134","GRA"
"EPI_ISL_12628135","GRA"
"EPI_ISL_12628136","GRA"
"EPI_ISL_12628137","GRA"
"EPI_ISL_12628138","GRA"
"EPI_ISL_12628139","GRA"
"EPI_ISL_12628140","GRA"
"EPI_ISL_12628141","GRA"
"EPI_ISL_12628142","GRA"
"EPI_ISL_12628143","GRA"
"EPI_ISL_12628144","GRA"
"EPI_ISL_12628145","GRA"
"EPI_ISL_12628146","GRA"
"EPI_ISL_12628147","GRA"
"EPI_ISL_12628148","GRA"
"EPI_ISL_12628149","GRA"
"EPI_ISL_12628150","GRA"
"EPI_ISL_12628151","GRA"
"EPI_ISL_12628152","GRA"
"EPI_ISL_12628153","GRA"
"EPI_ISL_12628154","GK"
"EPI_ISL_12628155","GK"
"EPI_ISL_12628156","GK"
"EPI_ISL_12628157","GK"
"EPI_ISL_12628158","GK"
"EPI_ISL_12628159","GK"
"EPI_ISL_12628160","GK"
"EPI_ISL_12628161","GK"
"EPI_ISL_12628162","GK"
"EPI_ISL_12628163","GK"
"EPI_ISL_12628164","GK"
"EPI_ISL_12628165","GK"
"EPI_ISL_12628166","GK"
"EPI_ISL_12628167","GK"
"EPI_ISL_12628168","GK"
"EPI_ISL_12628169","GK"
"EPI_ISL_12628170","GK"
"EPI_ISL_12628171","GK"
"EPI_ISL_12628172","GK"
"EPI_ISL_12628173","GK"
"EPI_ISL_12628174","GK"
"EPI_ISL_12628175","GK"
"EPI_ISL_12628176","GK"
"EPI_ISL_12628177","GK"
"EPI_ISL_12628178","GK"
"EPI_ISL_12628179","GK"
"EPI_ISL_12628180","GK"
"EPI_ISL_12628181","GK"
"EPI_ISL_12631123","GRA"
"EPI_ISL_12646704","GRA"
"EPI_ISL_12646708","GRA"
"EPI_ISL_12646711","GRA"
"EPI_ISL_12665230","GRA"
"EPI_ISL_12665231","GRA"
"EPI_ISL_12665232","GRA"
"EPI_ISL_12665233","GRA"
"EPI_ISL_12665234","GRA"
"EPI_ISL_12665235","GRA"
"EPI_ISL_12665236","GRA"
"EPI_ISL_12665237","GRA"
"EPI_ISL_12665238","GRA"
"EPI_ISL_12665239","GRA"
"EPI_ISL_12665240","GRA"
"EPI_ISL_12665241","GRA"
"EPI_ISL_12665242","GRA"
"EPI_ISL_12665243","GRA"
"EPI_ISL_12665244","GRA"
"EPI_ISL_12665245","GRA"
"EPI_ISL_12665246","GRA"
"EPI_ISL_12665247","GRA"
"EPI_ISL_12665248","GRA"
"EPI_ISL_12665249","GRA"
"EPI_ISL_12665250","GRA"
"EPI_ISL_12665251","GRA"
"EPI_ISL_12665252","GRA"
"EPI_ISL_12665253","GRA"
"EPI_ISL_12665254","GRA"
"EPI_ISL_12665255","GRA"
