AccID	clade	qc.overallStatus
EPI_ISL_16282588	22F (Omicron)	good
EPI_ISL_16282589	22E (Omicron)	good
EPI_ISL_16282590	22F (Omicron)	good
EPI_ISL_16282591	22F (Omicron)	good
EPI_ISL_16282592	22B (Omicron)	good
EPI_ISL_16282593	22F (Omicron)	good
EPI_ISL_16282594	22E (Omicron)	good
EPI_ISL_16282595	22E (Omicron)	good
EPI_ISL_16282596	22F (Omicron)	good
EPI_ISL_16282597	22F (Omicron)	good
EPI_ISL_16282598	22D (Omicron)	good
EPI_ISL_16282599	22E (Omicron)	good
EPI_ISL_16282600	22D (Omicron)	good
EPI_ISL_16282601	22F (Omicron)	good
EPI_ISL_16282602	22D (Omicron)	good
EPI_ISL_16282603	22F (Omicron)	good
EPI_ISL_16282604	22F (Omicron)	good
EPI_ISL_16282605	22F (Omicron)	good
EPI_ISL_16282606	22F (Omicron)	good
EPI_ISL_16282607	22F (Omicron)	mediocre
EPI_ISL_16282608	22D (Omicron)	good
EPI_ISL_16282609	22D (Omicron)	good
EPI_ISL_16282610	22F (Omicron)	good
EPI_ISL_16282611	22F (Omicron)	good
EPI_ISL_16282289	22D (Omicron)	good
EPI_ISL_16288239	22D (Omicron)	good
EPI_ISL_16288240	22F (Omicron)	good
EPI_ISL_16288241	22E (Omicron)	mediocre
EPI_ISL_16288242	22F (Omicron)	good
EPI_ISL_16288243	22F (Omicron)	good
EPI_ISL_16288244	22F (Omicron)	good
EPI_ISL_16288245	22D (Omicron)	bad
EPI_ISL_16288246	22F (Omicron)	good
EPI_ISL_16288247	22F (Omicron)	good
EPI_ISL_16288248	22F (Omicron)	good
EPI_ISL_16288249	22F (Omicron)	bad
EPI_ISL_16288250	22F (Omicron)	good
EPI_ISL_16288251	22F (Omicron)	good
EPI_ISL_16288252	22F (Omicron)	mediocre
EPI_ISL_16288253	22F (Omicron)	good
EPI_ISL_16288254	22F (Omicron)	good
EPI_ISL_16288255	22D (Omicron)	bad
EPI_ISL_16288256	22D (Omicron)	good
EPI_ISL_16288257	22D (Omicron)	good
EPI_ISL_16288258	22F (Omicron)	good
EPI_ISL_16288259	22D (Omicron)	bad
EPI_ISL_16288260	22F (Omicron)	good
EPI_ISL_16288261	22D (Omicron)	mediocre
EPI_ISL_16288262	22E (Omicron)	good
EPI_ISL_16288263	22F (Omicron)	good
EPI_ISL_16288264	22F (Omicron)	good
EPI_ISL_16288265	22D (Omicron)	good
EPI_ISL_16288266	22F (Omicron)	good
EPI_ISL_16288267	22F (Omicron)	good
EPI_ISL_16288268	22F (Omicron)	good
EPI_ISL_16288269	22F (Omicron)	good
EPI_ISL_16288270	22F (Omicron)	good
EPI_ISL_16288271	22D (Omicron)	good
EPI_ISL_16288272	22E (Omicron)	good
EPI_ISL_16288273	22E (Omicron)	bad
EPI_ISL_16288274	22F (Omicron)	good
EPI_ISL_16288275	22F (Omicron)	bad
EPI_ISL_16288276	22D (Omicron)	bad
EPI_ISL_16288277	22F (Omicron)	good
EPI_ISL_16288278	22D (Omicron)	mediocre
EPI_ISL_16288279	22F (Omicron)	bad
EPI_ISL_16288280	22D (Omicron)	good
EPI_ISL_16288281	22F (Omicron)	good
EPI_ISL_16288282	22F (Omicron)	good
EPI_ISL_16288283	22F (Omicron)	good
EPI_ISL_16288284	22F (Omicron)	good
EPI_ISL_16288285	22D (Omicron)	good
EPI_ISL_16288286	22F (Omicron)	good
EPI_ISL_16300620	22F (Omicron)	bad
EPI_ISL_16316217	22F (Omicron)	good
EPI_ISL_16316218	22F (Omicron)	good
EPI_ISL_16316219	22B (Omicron)	good
EPI_ISL_16316220	22B (Omicron)	good
EPI_ISL_16316221	22F (Omicron)	good
EPI_ISL_16316222	22B (Omicron)	good
EPI_ISL_16316223	22D (Omicron)	good
EPI_ISL_16316224	22F (Omicron)	good
EPI_ISL_16316225	22F (Omicron)	good
EPI_ISL_16316226	22F (Omicron)	good
EPI_ISL_16316227	22F (Omicron)	good
EPI_ISL_16316228	22E (Omicron)	good
EPI_ISL_16316229	22E (Omicron)	good
EPI_ISL_16316230	22D (Omicron)	good
EPI_ISL_16316231	21L (Omicron)	good
EPI_ISL_16316232	22B (Omicron)	good
EPI_ISL_16316233	22F (Omicron)	good
EPI_ISL_16316234	22F (Omicron)	good
EPI_ISL_16316235	22F (Omicron)	good
EPI_ISL_16316236	22D (Omicron)	good
EPI_ISL_16316237	22F (Omicron)	good
EPI_ISL_16316238	22D (Omicron)	good
EPI_ISL_16316239	22F (Omicron)	good
EPI_ISL_16316240	22D (Omicron)	good
EPI_ISL_16316241	22F (Omicron)	good
EPI_ISL_16316242	22F (Omicron)	good
EPI_ISL_16316244	22F (Omicron)	good
EPI_ISL_16316245	22F (Omicron)	good
EPI_ISL_16316246	22F (Omicron)	good
EPI_ISL_16316247	22F (Omicron)	good
EPI_ISL_16316248	22F (Omicron)	good
EPI_ISL_16316249	22F (Omicron)	good
EPI_ISL_16316250	22F (Omicron)	good
EPI_ISL_16316251	22B (Omicron)	good
EPI_ISL_16316252	22F (Omicron)	good
EPI_ISL_16316253	22F (Omicron)	good
EPI_ISL_16316254	22F (Omicron)	good
EPI_ISL_16316255	22F (Omicron)	good
EPI_ISL_16316256	21L (Omicron)	good
EPI_ISL_16316257	22F (Omicron)	good
EPI_ISL_16316258	22F (Omicron)	good
EPI_ISL_16316259	22F (Omicron)	good
EPI_ISL_16316260	22F (Omicron)	good
EPI_ISL_16316261	22F (Omicron)	good
EPI_ISL_16316262	22D (Omicron)	good
EPI_ISL_16316263	22B (Omicron)	good
EPI_ISL_16313920	22F (Omicron)	mediocre
EPI_ISL_16344172	22B (Omicron)	bad
EPI_ISL_16344173	22B (Omicron)	bad
EPI_ISL_16344174	22B (Omicron)	mediocre
EPI_ISL_16348889	22F (Omicron)	good
EPI_ISL_16348890	22D (Omicron)	good
EPI_ISL_16348891	22D (Omicron)	good
EPI_ISL_16348892	22F (Omicron)	good
EPI_ISL_16348893	22D (Omicron)	good
EPI_ISL_16348894	22F (Omicron)	good
EPI_ISL_16348895	22E (Omicron)	good
EPI_ISL_16348896	22F (Omicron)	good
EPI_ISL_16348897	22D (Omicron)	good
EPI_ISL_16348898	22D (Omicron)	good
EPI_ISL_16348899	22F (Omicron)	good
EPI_ISL_16348900	recombinant	bad
EPI_ISL_16348901	22D (Omicron)	good
EPI_ISL_16348902	22D (Omicron)	good
EPI_ISL_16348903	22D (Omicron)	good
EPI_ISL_16348904	22B (Omicron)	mediocre
EPI_ISL_16357524	22F (Omicron)	good
EPI_ISL_16357525	22F (Omicron)	good
EPI_ISL_16357526	22F (Omicron)	good
EPI_ISL_16357527	22F (Omicron)	good
EPI_ISL_16357528	22F (Omicron)	good
EPI_ISL_16357529	22E (Omicron)	good
EPI_ISL_16357530	22F (Omicron)	good
EPI_ISL_16357531	22F (Omicron)	good
EPI_ISL_16357532	22F (Omicron)	good
EPI_ISL_16357533	22F (Omicron)	good
EPI_ISL_16357534	22F (Omicron)	good
EPI_ISL_16357535	22E (Omicron)	good
EPI_ISL_16357536	22F (Omicron)	good
EPI_ISL_16357537	22F (Omicron)	good
EPI_ISL_16357538	22F (Omicron)	good
EPI_ISL_16357539	22E (Omicron)	good
EPI_ISL_16357540	22F (Omicron)	good
EPI_ISL_16357541	22F (Omicron)	good
EPI_ISL_16357542	22E (Omicron)	good
EPI_ISL_16357543	22F (Omicron)	good
EPI_ISL_16357544	22D (Omicron)	good
EPI_ISL_16357545	22E (Omicron)	good
EPI_ISL_16357546	22F (Omicron)	good
EPI_ISL_16357547	22F (Omicron)	good
EPI_ISL_16357548	22F (Omicron)	good
EPI_ISL_16357549	22F (Omicron)	good
EPI_ISL_16357550	22B (Omicron)	good
EPI_ISL_16357551	22F (Omicron)	good
EPI_ISL_16357552	22B (Omicron)	good
EPI_ISL_16357553	22F (Omicron)	good
EPI_ISL_16357554	22E (Omicron)	good
EPI_ISL_16357555	22D (Omicron)	good
EPI_ISL_16357556	22F (Omicron)	good
EPI_ISL_16357557	22E (Omicron)	good
EPI_ISL_16357558	22F (Omicron)	mediocre
EPI_ISL_16357559	22F (Omicron)	good
EPI_ISL_16357560	22F (Omicron)	good
EPI_ISL_16357561	22F (Omicron)	good
EPI_ISL_16357562	22D (Omicron)	good
EPI_ISL_16357563	22D (Omicron)	bad
EPI_ISL_16357564	22D (Omicron)	good
EPI_ISL_16357565	22F (Omicron)	good
EPI_ISL_16357566	22F (Omicron)	good
EPI_ISL_16357567	22F (Omicron)	good
EPI_ISL_16357568	22F (Omicron)	good
EPI_ISL_16357569	22D (Omicron)	good
EPI_ISL_16366897	22D (Omicron)	good
EPI_ISL_16366898	22F (Omicron)	good
EPI_ISL_16366899	22F (Omicron)	good
EPI_ISL_16366900	22F (Omicron)	good
EPI_ISL_16366901	22F (Omicron)	good
EPI_ISL_16366902	22F (Omicron)	good
EPI_ISL_16366903	22E (Omicron)	good
EPI_ISL_16366904	22D (Omicron)	good
EPI_ISL_16366905	22F (Omicron)	good
EPI_ISL_16366906	22F (Omicron)	good
EPI_ISL_16366907	22F (Omicron)	good
EPI_ISL_16366908	22F (Omicron)	good
EPI_ISL_16366909	22F (Omicron)	good
EPI_ISL_16366910	22F (Omicron)	good
EPI_ISL_16366911	22F (Omicron)	mediocre
EPI_ISL_16366912	22F (Omicron)	good
EPI_ISL_16366913	22F (Omicron)	good
EPI_ISL_16367852	22F (Omicron)	good
EPI_ISL_16367853	22F (Omicron)	good
EPI_ISL_16367854	22F (Omicron)	good
EPI_ISL_16367855	22F (Omicron)	good
EPI_ISL_16367856	22D (Omicron)	good
EPI_ISL_16367857	22F (Omicron)	good
EPI_ISL_16367858	22D (Omicron)	good
EPI_ISL_16367859	22F (Omicron)	good
EPI_ISL_16367860	22D (Omicron)	good
EPI_ISL_16367861	22D (Omicron)	good
EPI_ISL_16367862	22F (Omicron)	good
EPI_ISL_16367863	22F (Omicron)	mediocre
EPI_ISL_16367864	22F (Omicron)	good
EPI_ISL_16367865	22F (Omicron)	good
EPI_ISL_16367866	22F (Omicron)	good
EPI_ISL_16367867	22F (Omicron)	good
EPI_ISL_16367868	22F (Omicron)	good
EPI_ISL_16367869	22D (Omicron)	good
EPI_ISL_16367870	22F (Omicron)	good
EPI_ISL_16367871	22D (Omicron)	good
EPI_ISL_16367872	22F (Omicron)	good
EPI_ISL_16367873	22D (Omicron)	good
EPI_ISL_16367874	22F (Omicron)	good
EPI_ISL_16367875	22B (Omicron)	good
EPI_ISL_16367876	recombinant	good
EPI_ISL_16367877	22F (Omicron)	good
EPI_ISL_16367878	22D (Omicron)	good
EPI_ISL_16367879	22F (Omicron)	good
EPI_ISL_16367880	22D (Omicron)	good
EPI_ISL_16367881	22F (Omicron)	good
EPI_ISL_16367882	22F (Omicron)	good
EPI_ISL_16367883	22D (Omicron)	good
EPI_ISL_16367884	22F (Omicron)	good
EPI_ISL_16367885	22B (Omicron)	good
EPI_ISL_16367886	22F (Omicron)	good
EPI_ISL_16367887	22F (Omicron)	good
EPI_ISL_16367888	22D (Omicron)	good
EPI_ISL_16367889	22F (Omicron)	good
EPI_ISL_16367890	22F (Omicron)	good
EPI_ISL_16367891	22F (Omicron)	good
EPI_ISL_16367892	22D (Omicron)	good
EPI_ISL_16367893	22B (Omicron)	good
EPI_ISL_16367894	22E (Omicron)	good
EPI_ISL_16367895	22F (Omicron)	good
EPI_ISL_16367896	22D (Omicron)	good
EPI_ISL_16367897	22F (Omicron)	good
EPI_ISL_16367898	22B (Omicron)	good
EPI_ISL_16368845	22B (Omicron)	mediocre
EPI_ISL_16368846	22F (Omicron)	good
EPI_ISL_16368847	22D (Omicron)	bad
EPI_ISL_16368848	22F (Omicron)	good
EPI_ISL_16368849	22B (Omicron)	good
EPI_ISL_16368850	22F (Omicron)	good
EPI_ISL_16368851	22D (Omicron)	mediocre
EPI_ISL_16368852	22D (Omicron)	mediocre
EPI_ISL_16368853	22D (Omicron)	good
EPI_ISL_16368854	22D (Omicron)	bad
EPI_ISL_16368855	22D (Omicron)	bad
EPI_ISL_16368856	22D (Omicron)	good
EPI_ISL_16368857	22B (Omicron)	mediocre
EPI_ISL_16368859	21L (Omicron)	bad
EPI_ISL_16368860	22D (Omicron)	good
EPI_ISL_16368861	22D (Omicron)	bad
EPI_ISL_16368862	22F (Omicron)	good
EPI_ISL_16368863	22B (Omicron)	bad
EPI_ISL_16368864	22B (Omicron)	mediocre
EPI_ISL_16368865	22B (Omicron)	bad
EPI_ISL_16368866	22B (Omicron)	bad
EPI_ISL_16368867	22B (Omicron)	good
EPI_ISL_16368868	22D (Omicron)	bad
EPI_ISL_16368869	22F (Omicron)	good
EPI_ISL_16368870	22B (Omicron)	bad
EPI_ISL_16368871	22B (Omicron)	bad
EPI_ISL_16368872	22B (Omicron)	bad
EPI_ISL_16368873	22B (Omicron)	bad
EPI_ISL_16368874	22B (Omicron)	mediocre
EPI_ISL_16368875	22D (Omicron)	bad
EPI_ISL_16368876	22D (Omicron)	good
EPI_ISL_16368877	22B (Omicron)	good
EPI_ISL_16368878	22B (Omicron)	mediocre
EPI_ISL_16368879	22B (Omicron)	bad
EPI_ISL_16368880	22F (Omicron)	good
EPI_ISL_16368881	22F (Omicron)	good
EPI_ISL_16368882	22D (Omicron)	good
EPI_ISL_16368883	22D (Omicron)	good
EPI_ISL_16368884	22F (Omicron)	good
EPI_ISL_16368885	22F (Omicron)	mediocre
EPI_ISL_16368886	22D (Omicron)	mediocre
EPI_ISL_16368887	22D (Omicron)	good
EPI_ISL_16368888	22D (Omicron)	good
EPI_ISL_16368889	22F (Omicron)	bad
EPI_ISL_16368890	22F (Omicron)	good
EPI_ISL_16368891	22F (Omicron)	good
EPI_ISL_16399418	22E (Omicron)	good
EPI_ISL_16399419	22F (Omicron)	good
EPI_ISL_16399420	22B (Omicron)	good
EPI_ISL_16399421	22E (Omicron)	good
EPI_ISL_16399422	22E (Omicron)	good
EPI_ISL_16399423	22F (Omicron)	good
EPI_ISL_16399424	22D (Omicron)	good
EPI_ISL_16399425	22F (Omicron)	good
EPI_ISL_16399426	22F (Omicron)	good
EPI_ISL_16399427	22F (Omicron)	good
EPI_ISL_16399428	22E (Omicron)	good
EPI_ISL_16399429	22F (Omicron)	good
EPI_ISL_16399430	22F (Omicron)	good
EPI_ISL_16399431	22F (Omicron)	good
EPI_ISL_16399432	22F (Omicron)	good
EPI_ISL_16399433	22F (Omicron)	good
EPI_ISL_16399434	22F (Omicron)	good
EPI_ISL_16399435	22F (Omicron)	good
EPI_ISL_16399436	22E (Omicron)	good
EPI_ISL_16399437	22B (Omicron)	good
EPI_ISL_16399438	22E (Omicron)	good
EPI_ISL_16399439	22F (Omicron)	good
EPI_ISL_16399440	22F (Omicron)	good
EPI_ISL_16399441	22F (Omicron)	good
EPI_ISL_16399442	22D (Omicron)	good
EPI_ISL_16399443	22B (Omicron)	good
EPI_ISL_16399444	22F (Omicron)	good
EPI_ISL_16399445	22F (Omicron)	good
EPI_ISL_16399446	22F (Omicron)	good
EPI_ISL_16399447	22F (Omicron)	good
EPI_ISL_16399448	22F (Omicron)	good
EPI_ISL_16399449	22F (Omicron)	mediocre
EPI_ISL_16399450	22F (Omicron)	good
EPI_ISL_16399451	22F (Omicron)	good
EPI_ISL_16399452	22F (Omicron)	good
EPI_ISL_16399453	22F (Omicron)	good
EPI_ISL_16399454	22F (Omicron)	bad
EPI_ISL_16399455	22D (Omicron)	good
EPI_ISL_16399456	22D (Omicron)	good
EPI_ISL_16399457	22D (Omicron)	good
EPI_ISL_16399458	22F (Omicron)	good
EPI_ISL_16399459	22F (Omicron)	good
EPI_ISL_16399460	22F (Omicron)	bad
EPI_ISL_16399461	22F (Omicron)	good
EPI_ISL_16399462	22F (Omicron)	good
EPI_ISL_16399463	22B (Omicron)	good
EPI_ISL_16399464	22F (Omicron)	good
EPI_ISL_16399465	22F (Omicron)	good
EPI_ISL_16399466	22E (Omicron)	good
EPI_ISL_16399467	22F (Omicron)	good
EPI_ISL_16399468	22F (Omicron)	good
EPI_ISL_16399469	22F (Omicron)	good
EPI_ISL_16399470	22E (Omicron)	good
EPI_ISL_16399471	22D (Omicron)	good
EPI_ISL_16399472	22F (Omicron)	good
EPI_ISL_16399473	22F (Omicron)	good
EPI_ISL_16399474	22F (Omicron)	good
EPI_ISL_16399475	22F (Omicron)	good
EPI_ISL_16399476	22F (Omicron)	good
EPI_ISL_16399477	22F (Omicron)	good
EPI_ISL_16399478	22F (Omicron)	good
EPI_ISL_16399479	22F (Omicron)	good
EPI_ISL_16399480	22F (Omicron)	good
EPI_ISL_16399481	22F (Omicron)	good
EPI_ISL_16399482	22F (Omicron)	good
EPI_ISL_16399483	22F (Omicron)	good
EPI_ISL_16399484	22F (Omicron)	good
EPI_ISL_16399485	22F (Omicron)	good
EPI_ISL_16399486	22F (Omicron)	good
EPI_ISL_16399487	22F (Omicron)	bad
EPI_ISL_16399488	22F (Omicron)	good
EPI_ISL_16399489	22D (Omicron)	good
EPI_ISL_16399490	22F (Omicron)	bad
EPI_ISL_16399491	22E (Omicron)	good
EPI_ISL_16399492	22E (Omicron)	good
EPI_ISL_16399493	22F (Omicron)	good
EPI_ISL_16399494	22F (Omicron)	good
EPI_ISL_16399495	22F (Omicron)	good
EPI_ISL_16399496	22F (Omicron)	good
EPI_ISL_16399497	22D (Omicron)	good
EPI_ISL_16399498	22F (Omicron)	good
EPI_ISL_16399499	22F (Omicron)	bad
EPI_ISL_16399500	22F (Omicron)	good
EPI_ISL_16399501	22B (Omicron)	good
EPI_ISL_16399502	22F (Omicron)	good
EPI_ISL_16399503	22B (Omicron)	good
EPI_ISL_16399504	22F (Omicron)	good
EPI_ISL_16412707	22F (Omicron)	good
EPI_ISL_16412708	22D (Omicron)	good
EPI_ISL_16412709	21L (Omicron)	good
EPI_ISL_16412710	22D (Omicron)	good
EPI_ISL_16412711	22F (Omicron)	bad
EPI_ISL_16412712	22D (Omicron)	good
EPI_ISL_16412713	22E (Omicron)	mediocre
EPI_ISL_16412714	22D (Omicron)	mediocre
EPI_ISL_16412715	22F (Omicron)	mediocre
EPI_ISL_16412716	22F (Omicron)	good
EPI_ISL_16412717	22F (Omicron)	good
EPI_ISL_16412718	22F (Omicron)	good
EPI_ISL_16412719	22D (Omicron)	good
EPI_ISL_16412720	22F (Omicron)	good
EPI_ISL_16412721	22F (Omicron)	bad
EPI_ISL_16412722	22F (Omicron)	good
EPI_ISL_16412723	22D (Omicron)	good
EPI_ISL_16412724	22E (Omicron)	good
EPI_ISL_16412725	22F (Omicron)	good
EPI_ISL_16412726	22F (Omicron)	good
EPI_ISL_16412727	22D (Omicron)	good
EPI_ISL_16412728	22E (Omicron)	good
EPI_ISL_16412729	22F (Omicron)	good
EPI_ISL_16412730	22F (Omicron)	good
EPI_ISL_16412731	22F (Omicron)	good
EPI_ISL_16412732	22D (Omicron)	good
EPI_ISL_16412733	22D (Omicron)	good
EPI_ISL_16412734	22F (Omicron)	good
EPI_ISL_16412735	22F (Omicron)	good
EPI_ISL_16412736	22F (Omicron)	good
EPI_ISL_16412737	22F (Omicron)	mediocre
EPI_ISL_16412738	22F (Omicron)	good
EPI_ISL_16412739	22B (Omicron)	good
EPI_ISL_16412740	22F (Omicron)	good
EPI_ISL_16412741	22F (Omicron)	good
EPI_ISL_16412742	22D (Omicron)	good
EPI_ISL_16412743	22F (Omicron)	bad
EPI_ISL_16412744	22D (Omicron)	good
EPI_ISL_16412745	22D (Omicron)	good
EPI_ISL_16412746	22F (Omicron)	good
EPI_ISL_16412747	22F (Omicron)	bad
EPI_ISL_16412748	22D (Omicron)	good
EPI_ISL_16412749	22F (Omicron)	good
EPI_ISL_16412750	22F (Omicron)	good
EPI_ISL_16412751	22D (Omicron)	good
EPI_ISL_16412752	22E (Omicron)	good
EPI_ISL_16419527	22F (Omicron)	good
EPI_ISL_16419528	22F (Omicron)	good
EPI_ISL_16419529	22D (Omicron)	good
EPI_ISL_16419530	22F (Omicron)	good
EPI_ISL_16419531	22F (Omicron)	good
EPI_ISL_16419532	22D (Omicron)	good
EPI_ISL_16419533	22F (Omicron)	good
EPI_ISL_16419534	22D (Omicron)	good
EPI_ISL_16419535	22D (Omicron)	good
EPI_ISL_16419536	22F (Omicron)	good
EPI_ISL_16419537	22F (Omicron)	good
EPI_ISL_16419538	22F (Omicron)	good
EPI_ISL_16419539	22F (Omicron)	good
EPI_ISL_16419540	22F (Omicron)	good
EPI_ISL_16419541	22F (Omicron)	good
EPI_ISL_16419542	22D (Omicron)	good
EPI_ISL_16419543	22F (Omicron)	good
EPI_ISL_16419544	22F (Omicron)	good
EPI_ISL_16419545	22F (Omicron)	good
EPI_ISL_16419546	22F (Omicron)	good
EPI_ISL_16419547	22F (Omicron)	good
EPI_ISL_16419548	22F (Omicron)	good
EPI_ISL_16419549	22D (Omicron)	good
EPI_ISL_16419550	22F (Omicron)	good
EPI_ISL_16419551	22F (Omicron)	good
EPI_ISL_16419552	22F (Omicron)	good
EPI_ISL_16419553	22D (Omicron)	good
EPI_ISL_16419554	22F (Omicron)	good
EPI_ISL_16419555	22F (Omicron)	good
EPI_ISL_16419556	22F (Omicron)	good
EPI_ISL_16419557	22D (Omicron)	good
EPI_ISL_16419558	22F (Omicron)	good
EPI_ISL_16419559	22D (Omicron)	good
EPI_ISL_16419560	22F (Omicron)	good
EPI_ISL_16419561	22F (Omicron)	good
EPI_ISL_16419562	22D (Omicron)	good
EPI_ISL_16419563	22F (Omicron)	good
EPI_ISL_16419564	22F (Omicron)	good
EPI_ISL_16419565	22E (Omicron)	good
EPI_ISL_16419566	22D (Omicron)	good
EPI_ISL_16419567	22F (Omicron)	good
EPI_ISL_16419568	22F (Omicron)	good
EPI_ISL_16419569	22D (Omicron)	good
EPI_ISL_16419570	22F (Omicron)	good
EPI_ISL_16436818	22D (Omicron)	good
EPI_ISL_16436819	22E (Omicron)	good
EPI_ISL_16436820	22F (Omicron)	bad
EPI_ISL_16436821	22E (Omicron)	mediocre
EPI_ISL_16436822	22F (Omicron)	good
EPI_ISL_16436823	22F (Omicron)	good
EPI_ISL_16436824	22E (Omicron)	good
EPI_ISL_16436825	22F (Omicron)	good
EPI_ISL_16436826	22F (Omicron)	good
EPI_ISL_16436827	22F (Omicron)	good
EPI_ISL_16436828	22F (Omicron)	good
EPI_ISL_16436829	22F (Omicron)	mediocre
EPI_ISL_16448265	22F (Omicron)	good
EPI_ISL_16448266	22E (Omicron)	good
EPI_ISL_16448267	22D (Omicron)	good
EPI_ISL_16448268	22F (Omicron)	good
EPI_ISL_16448269	22F (Omicron)	good
EPI_ISL_16448270	22F (Omicron)	good
EPI_ISL_16448271	22F (Omicron)	good
EPI_ISL_16448272	22F (Omicron)	mediocre
EPI_ISL_16448273	22F (Omicron)	good
EPI_ISL_16448274	22F (Omicron)	mediocre
EPI_ISL_16448275	22F (Omicron)	good
EPI_ISL_16448276	22F (Omicron)	good
EPI_ISL_16448277	22D (Omicron)	good
EPI_ISL_16448278	22F (Omicron)	good
EPI_ISL_16448279	22F (Omicron)	good
EPI_ISL_16448280	22D (Omicron)	good
EPI_ISL_16448281	22D (Omicron)	mediocre
EPI_ISL_16448282	22F (Omicron)	good
EPI_ISL_16448283	22F (Omicron)	good
EPI_ISL_16448284	22F (Omicron)	good
EPI_ISL_16448285	22E (Omicron)	good
EPI_ISL_16448286	22F (Omicron)	bad
EPI_ISL_16448287	22F (Omicron)	good
EPI_ISL_16448288	22F (Omicron)	good
EPI_ISL_16448289	22F (Omicron)	bad
EPI_ISL_16448290	22F (Omicron)	good
EPI_ISL_16448291	22F (Omicron)	bad
EPI_ISL_16448292	22F (Omicron)	bad
EPI_ISL_16448293	22F (Omicron)	good
EPI_ISL_16448294	22F (Omicron)	good
EPI_ISL_16448295	22D (Omicron)	good
EPI_ISL_16448296	22F (Omicron)	good
EPI_ISL_16448297	22F (Omicron)	good
EPI_ISL_16448298	22D (Omicron)	good
EPI_ISL_16448299	22D (Omicron)	good
EPI_ISL_16448300	22D (Omicron)	good
EPI_ISL_16448301	22D (Omicron)	good
EPI_ISL_16448302	22F (Omicron)	good
EPI_ISL_16448303	22F (Omicron)	good
EPI_ISL_16448304	22D (Omicron)	good
EPI_ISL_16448305	22B (Omicron)	bad
EPI_ISL_16448306	22F (Omicron)	bad
EPI_ISL_16448307	22F (Omicron)	good
EPI_ISL_16448308	22F (Omicron)	good
EPI_ISL_16448309	22D (Omicron)	good
EPI_ISL_16448310	22F (Omicron)	good
EPI_ISL_16448311	22E (Omicron)	mediocre
EPI_ISL_16448312	22F (Omicron)	good
EPI_ISL_16448313	22E (Omicron)	good
EPI_ISL_16448314	22F (Omicron)	good
EPI_ISL_16448315	22D (Omicron)	mediocre
EPI_ISL_16448316	22F (Omicron)	good
EPI_ISL_16448317	22D (Omicron)	good
EPI_ISL_16448318	22E (Omicron)	good
EPI_ISL_16448319	22E (Omicron)	good
EPI_ISL_16448320	22F (Omicron)	good
EPI_ISL_16448321	22F (Omicron)	good
EPI_ISL_16448322	22E (Omicron)	good
EPI_ISL_16448323	22D (Omicron)	good
EPI_ISL_16449508	22B (Omicron)	mediocre
EPI_ISL_16449509	22F (Omicron)	good
EPI_ISL_16449510	22D (Omicron)	bad
EPI_ISL_16449511	22F (Omicron)	good
EPI_ISL_16449512	22B (Omicron)	good
EPI_ISL_16449513	22F (Omicron)	good
EPI_ISL_16449514	22D (Omicron)	bad
EPI_ISL_16449515	22D (Omicron)	mediocre
EPI_ISL_16449516	22D (Omicron)	mediocre
EPI_ISL_16449517	22B (Omicron)	bad
EPI_ISL_16449518	22D (Omicron)	bad
EPI_ISL_16449519	22D (Omicron)	bad
EPI_ISL_16449520	22D (Omicron)	mediocre
EPI_ISL_16449521	22D (Omicron)	bad
EPI_ISL_16449522	22F (Omicron)	good
EPI_ISL_16449523	22D (Omicron)	bad
EPI_ISL_16449524	22B (Omicron)	mediocre
EPI_ISL_16449525	22B (Omicron)	bad
EPI_ISL_16449526	22B (Omicron)	bad
EPI_ISL_16449527	22B (Omicron)	mediocre
EPI_ISL_16449528	22D (Omicron)	bad
EPI_ISL_16449529	22D (Omicron)	bad
EPI_ISL_16449530	22F (Omicron)	good
EPI_ISL_16449531	22B (Omicron)	bad
EPI_ISL_16449532	22B (Omicron)	mediocre
EPI_ISL_16449533	22B (Omicron)	bad
EPI_ISL_16449534	22B (Omicron)	bad
EPI_ISL_16449535	22B (Omicron)	bad
EPI_ISL_16449536	22D (Omicron)	bad
EPI_ISL_16449537	22D (Omicron)	good
EPI_ISL_16449538	22B (Omicron)	good
EPI_ISL_16449539	22B (Omicron)	bad
EPI_ISL_16449540	22B (Omicron)	bad
EPI_ISL_16449541	22F (Omicron)	good
EPI_ISL_16449542	22F (Omicron)	good
EPI_ISL_16449543	22D (Omicron)	good
EPI_ISL_16449544	22D (Omicron)	good
EPI_ISL_16449545	22F (Omicron)	good
EPI_ISL_16449546	22F (Omicron)	good
EPI_ISL_16449547	22D (Omicron)	bad
EPI_ISL_16449548	22D (Omicron)	good
EPI_ISL_16449549	22D (Omicron)	good
EPI_ISL_16449550	22F (Omicron)	bad
EPI_ISL_16449551	22F (Omicron)	good
EPI_ISL_16449552	22F (Omicron)	good
EPI_ISL_16449553	22B (Omicron)	mediocre
EPI_ISL_16449554	22F (Omicron)	bad
EPI_ISL_16449555	22D (Omicron)	good
EPI_ISL_16449556	22D (Omicron)	good
EPI_ISL_16449557	22E (Omicron)	good
EPI_ISL_16449558	22F (Omicron)	good
EPI_ISL_16449559	22F (Omicron)	good
EPI_ISL_16449560	22D (Omicron)	good
EPI_ISL_16449561	22F (Omicron)	bad
EPI_ISL_16449562	22D (Omicron)	mediocre
EPI_ISL_16449563	22F (Omicron)	good
