"AccessionID","State","Lineage"
"EPI_ISL_12213470","Johor","BA.2"
"EPI_ISL_12213471","Johor","BA.2"
"EPI_ISL_12213434","Johor","BA.2"
"EPI_ISL_12213467","Johor","BA.2"
"EPI_ISL_12213468","Johor","BA.2"
"EPI_ISL_12213413","Johor","BA.2"
"EPI_ISL_12213445","Melaka","BA.2"
"EPI_ISL_12213440","Johor","BA.2"
"EPI_ISL_12213448","Negeri Sembilan","BA.2"
"EPI_ISL_12213455","Johor","BA.2"
"EPI_ISL_12213446","Negeri Sembilan","BA.2"
"EPI_ISL_12213454","Johor","BA.2"
"EPI_ISL_12213457","Johor","BA.2"
"EPI_ISL_12213452","Johor","BA.2"
"EPI_ISL_12213453","Johor","BA.2"
"EPI_ISL_12213456","Johor","BA.2"
"EPI_ISL_12213472","Johor","BA.2"
"EPI_ISL_12213466","Johor","BA.2"
"EPI_ISL_12213450","Melaka","BA.2"
"EPI_ISL_12213458","Johor","BA.2"
"EPI_ISL_12213465","Johor","BA.2"
"EPI_ISL_12213463","Johor","BA.2"
"EPI_ISL_12213441","Johor","BA.2"
"EPI_ISL_12213464","Johor","BA.2"
"EPI_ISL_12429739","Selangor","BA.2"
"EPI_ISL_12429742","Selangor","BA.2"
"EPI_ISL_12429741","Selangor","BA.2"
"EPI_ISL_12429744","Selangor","BA.2"
"EPI_ISL_12429733","Selangor","BA.2"
"EPI_ISL_12429740","Selangor","BA.2"
"EPI_ISL_12429734","Selangor","BA.2"
"EPI_ISL_12429735","Selangor","BA.2"
"EPI_ISL_12429737","Selangor","BA.2"
"EPI_ISL_12560256","WP Kuala Lumpur","BA.2"
"EPI_ISL_12560267","WP Kuala Lumpur","BA.2"
"EPI_ISL_12322355","Selangor","BA.2"
"EPI_ISL_12322370","Selangor","BA.2"
"EPI_ISL_12322373","Selangor","BA.2"
"EPI_ISL_12322357","Selangor","BA.2"
"EPI_ISL_12322376","Selangor","BA.2"
"EPI_ISL_12322360","Selangor","BA.2"
"EPI_ISL_12322375","Selangor","BA.2"
"EPI_ISL_12322363","Selangor","BA.2"
"EPI_ISL_12322395","Selangor","BA.2"
"EPI_ISL_12322365","Selangor","BA.2"
"EPI_ISL_12322391","Selangor","BA.2"
"EPI_ISL_12322389","Selangor","BA.2"
"EPI_ISL_12322377","Selangor","BA.2"
"EPI_ISL_12322368","Selangor","BA.2"
"EPI_ISL_12322364","Selangor","BA.2"
"EPI_ISL_12322390","Selangor","BA.2"
"EPI_ISL_12322361","Selangor","BA.2"
"EPI_ISL_12322393","Selangor","BA.2"
"EPI_ISL_12322366","Selangor","BA.2"
"EPI_ISL_12322358","Selangor","BA.2"
"EPI_ISL_12322356","Selangor","BA.2"
"EPI_ISL_12322392","Selangor","BA.2"
"EPI_ISL_12322359","Selangor","BA.2"
"EPI_ISL_12322394","Selangor","BA.2"
"EPI_ISL_12322396","Selangor","BA.2"
"EPI_ISL_12322386","Selangor","BA.2"
"EPI_ISL_12322378","Selangor","BA.2"
"EPI_ISL_12322382","Selangor","BA.2"
"EPI_ISL_12322379","Selangor","BA.2"
"EPI_ISL_12322380","Selangor","BA.2"
"EPI_ISL_12332029","Selangor","BA.2"
"EPI_ISL_12510003","Sarawak","BA.2"
"EPI_ISL_12510078","Sarawak","BA.2"
"EPI_ISL_12510075","Sarawak","BA.2"
"EPI_ISL_12510103","Sarawak","BA.2"
"EPI_ISL_12510130","Sarawak","BA.2"
"EPI_ISL_12510088","Sarawak","BA.2"
"EPI_ISL_12510073","Sarawak","BA.2"
"EPI_ISL_12510029","Sarawak","BA.2"
"EPI_ISL_12510036","Sarawak","BA.2"
"EPI_ISL_12510000","Sarawak","BA.2"
"EPI_ISL_12510259","Sarawak","BA.2"
"EPI_ISL_12510419","Sarawak","BA.2"
"EPI_ISL_12510261","Sarawak","BA.2"
"EPI_ISL_12510069","Sarawak","BA.2"
"EPI_ISL_12509997","Sarawak","BA.2"
"EPI_ISL_12510018","Sarawak","BA.2"
"EPI_ISL_12510017","Sarawak","BA.2"
"EPI_ISL_12510016","Sarawak","BA.2"
"EPI_ISL_12510033","Sarawak","BA.2"
"EPI_ISL_12510066","Sarawak","BA.2"
"EPI_ISL_12510063","Sarawak","BA.2"
"EPI_ISL_12510024","Sarawak","BA.2"
"EPI_ISL_12510004","Sarawak","BA.2"
"EPI_ISL_12510025","Sarawak","BA.2"
"EPI_ISL_12509998","Sarawak","BA.2"
"EPI_ISL_12510032","Sarawak","BA.2"
"EPI_ISL_12510043","Sarawak","BA.2"
"EPI_ISL_12509999","Sarawak","BA.2"
"EPI_ISL_12510034","Sarawak","BA.2"
"EPI_ISL_12510061","Sarawak","BA.2"
"EPI_ISL_12510037","Sarawak","BA.2"
"EPI_ISL_12510044","Sarawak","BA.2"
"EPI_ISL_12510047","Sarawak","BA.2"
"EPI_ISL_12510005","Sarawak","BA.2"
"EPI_ISL_12510054","Sarawak","BA.2"
"EPI_ISL_12510052","Sarawak","BA.2"
"EPI_ISL_12510046","Sarawak","BA.2"
"EPI_ISL_12510001","Sarawak","BA.2"
"EPI_ISL_12510040","Sarawak","BA.2"
"EPI_ISL_12510049","Sarawak","BA.2"
"EPI_ISL_12510053","Sarawak","BA.2"
"EPI_ISL_12510045","Sarawak","BA.2"
"EPI_ISL_12510008","Sarawak","BA.2"
"EPI_ISL_12510007","Sarawak","BA.2"
"EPI_ISL_12510015","Sarawak","BA.2"
"EPI_ISL_12510006","Sarawak","BA.2"
"EPI_ISL_12510011","Sarawak","BA.2"
"EPI_ISL_12510059","Sarawak","BA.2"
"EPI_ISL_12510014","Sarawak","BA.2"
"EPI_ISL_12510010","Sarawak","BA.2"
"EPI_ISL_12510056","Sarawak","BA.2"
"EPI_ISL_12510012","Sarawak","BA.2"
"EPI_ISL_12510051","Sarawak","BA.2"
"EPI_ISL_12510139","Sarawak","BA.2"
"EPI_ISL_12510147","Sarawak","BA.2"
"EPI_ISL_12510145","Sarawak","BA.2"
"EPI_ISL_12510138","Sarawak","BA.2"
"EPI_ISL_12510158","Sarawak","BA.2"
"EPI_ISL_12510262","Sarawak","BA.2"
"EPI_ISL_12510141","Sarawak","BA.2"
"EPI_ISL_12510263","Sarawak","BA.2"
"EPI_ISL_12510267","Sarawak","BA.2"
"EPI_ISL_12510146","Sarawak","BA.2"
"EPI_ISL_12510148","Sarawak","BA.2"
"EPI_ISL_12510269","Sarawak","BA.2"
"EPI_ISL_12510157","Sarawak","BA.2"
"EPI_ISL_12510156","Sarawak","BA.2"
"EPI_ISL_12510276","Sarawak","BA.2"
"EPI_ISL_12510159","Sarawak","BA.2"
"EPI_ISL_12510151","Sarawak","BA.2"
"EPI_ISL_12510150","Sarawak","BA.2"
"EPI_ISL_12510163","Sarawak","BA.2"
"EPI_ISL_12510162","Sarawak","BA.2"
"EPI_ISL_12510279","Sarawak","BA.2"
"EPI_ISL_12510168","Sarawak","BA.2"
"EPI_ISL_12510281","Sarawak","BA.2"
"EPI_ISL_12510286","Sarawak","BA.2"
"EPI_ISL_12510169","Sarawak","BA.2"
"EPI_ISL_12510165","Sarawak","BA.2"
"EPI_ISL_12510178","Sarawak","BA.2"
"EPI_ISL_12510284","Sarawak","BA.2"
"EPI_ISL_12510288","Sarawak","BA.2"
"EPI_ISL_12510177","Sarawak","BA.2"
"EPI_ISL_12510170","Sarawak","BA.2"
"EPI_ISL_12510189","Sarawak","BA.2"
"EPI_ISL_12510197","Sarawak","BA.2"
"EPI_ISL_12510298","Sarawak","BA.2"
"EPI_ISL_12510171","Sarawak","BA.2"
"EPI_ISL_12510184","Sarawak","BA.2"
"EPI_ISL_12510293","Sarawak","BA.2"
"EPI_ISL_12510185","Sarawak","BA.2"
"EPI_ISL_12510076","Sarawak","BA.2"
"EPI_ISL_12510172","Sarawak","BA.2"
"EPI_ISL_12510290","Sarawak","BA.2"
"EPI_ISL_12510181","Sarawak","BA.2"
"EPI_ISL_12510188","Sarawak","BA.2"
"EPI_ISL_12510183","Sarawak","BA.2"
"EPI_ISL_12510180","Sarawak","BA.2"
"EPI_ISL_12510193","Sarawak","BA.2"
"EPI_ISL_12510096","Sarawak","BA.2"
"EPI_ISL_12510199","Sarawak","BA.2"
"EPI_ISL_12510097","Sarawak","BA.2"
"EPI_ISL_12510190","Sarawak","BA.2"
"EPI_ISL_12510309","Sarawak","BA.2"
"EPI_ISL_12510192","Sarawak","BA.2"
"EPI_ISL_12510087","Sarawak","BA.2"
"EPI_ISL_12510089","Sarawak","BA.2"
"EPI_ISL_12510191","Sarawak","BA.2"
"EPI_ISL_12510080","Sarawak","BA.2"
"EPI_ISL_12510202","Sarawak","BA.2"
"EPI_ISL_12510091","Sarawak","BA.2"
"EPI_ISL_12510306","Sarawak","BA.2"
"EPI_ISL_12510200","Sarawak","BA.2"
"EPI_ISL_12510094","Sarawak","BA.2"
"EPI_ISL_12510092","Sarawak","BA.2"
"EPI_ISL_12510203","Sarawak","BA.2"
"EPI_ISL_12510212","Sarawak","BA.2"
"EPI_ISL_12510211","Sarawak","BA.2"
"EPI_ISL_12510216","Sarawak","BA.2"
"EPI_ISL_12510208","Sarawak","BA.2"
"EPI_ISL_12510217","Sarawak","BA.2"
"EPI_ISL_12510222","Sarawak","BA.2"
"EPI_ISL_12510210","Sarawak","BA.2"
"EPI_ISL_12510220","Sarawak","BA.2"
"EPI_ISL_12510107","Sarawak","BA.2"
"EPI_ISL_12510106","Sarawak","BA.2"
"EPI_ISL_12510230","Sarawak","BA.2"
"EPI_ISL_12510238","Sarawak","BA.2"
"EPI_ISL_12510104","Sarawak","BA.2"
"EPI_ISL_12510239","Sarawak","BA.2"
"EPI_ISL_12510235","Sarawak","BA.2"
"EPI_ISL_12510105","Sarawak","BA.2"
"EPI_ISL_12510225","Sarawak","BA.2"
"EPI_ISL_12510110","Sarawak","BA.2"
"EPI_ISL_12510125","Sarawak","BA.2"
"EPI_ISL_12510112","Sarawak","BA.2"
"EPI_ISL_12510116","Sarawak","BA.2"
"EPI_ISL_12510121","Sarawak","BA.2"
"EPI_ISL_12510246","Sarawak","BA.2"
"EPI_ISL_12510124","Sarawak","BA.2"
"EPI_ISL_12510236","Sarawak","BA.2"
"EPI_ISL_12510119","Sarawak","BA.2"
"EPI_ISL_12510122","Sarawak","BA.2"
"EPI_ISL_12510129","Sarawak","BA.2"
"EPI_ISL_12510135","Sarawak","BA.2"
"EPI_ISL_12510249","Sarawak","BA.2"
"EPI_ISL_12510131","Sarawak","BA.2"
"EPI_ISL_12510123","Sarawak","BA.2"
"EPI_ISL_12510379","Sarawak","BA.2"
"EPI_ISL_12510383","Sarawak","BA.2"
"EPI_ISL_12510251","Sarawak","BA.2"
"EPI_ISL_12510257","Sarawak","BA.2"
"EPI_ISL_12510415","Sarawak","BA.2"
"EPI_ISL_12510132","Sarawak","BA.2"
"EPI_ISL_12510252","Sarawak","BA.2"
"EPI_ISL_12510254","Sarawak","BA.2"
"EPI_ISL_12510413","Sarawak","BA.2"
"EPI_ISL_12510133","Sarawak","BA.2"
"EPI_ISL_12510380","Sarawak","BA.2"
"EPI_ISL_12510310","Sarawak","BA.2"
"EPI_ISL_12510136","Sarawak","BA.2"
"EPI_ISL_12510412","Sarawak","BA.2"
"EPI_ISL_12510382","Sarawak","BA.2"
"EPI_ISL_12510418","Sarawak","BA.2"
"EPI_ISL_12510422","Sarawak","BA.2"
"EPI_ISL_12510387","Sarawak","BA.2"
"EPI_ISL_12510416","Sarawak","BA.2"
"EPI_ISL_12510396","Sarawak","BA.2"
"EPI_ISL_12510385","Sarawak","BA.2"
"EPI_ISL_12510420","Sarawak","BA.2"
"EPI_ISL_12510421","Sarawak","BA.2"
"EPI_ISL_12510423","Sarawak","BA.2"
"EPI_ISL_12510393","Sarawak","BA.2"
"EPI_ISL_12510381","Sarawak","BA.2"
"EPI_ISL_12510429","Sarawak","BA.2"
"EPI_ISL_12510427","Sarawak","BA.2"
"EPI_ISL_12510439","Sarawak","BA.2"
"EPI_ISL_12510394","Sarawak","BA.2"
"EPI_ISL_12510312","Sarawak","BA.2"
"EPI_ISL_12510431","Sarawak","BA.2"
"EPI_ISL_12510321","Sarawak","BA.2"
"EPI_ISL_12510390","Sarawak","BA.2"
"EPI_ISL_12510327","Sarawak","BA.2"
"EPI_ISL_12510313","Sarawak","BA.2"
"EPI_ISL_12510336","Sarawak","BA.2"
"EPI_ISL_12510314","Sarawak","BA.2"
"EPI_ISL_12510434","Sarawak","BA.2"
"EPI_ISL_12510438","Sarawak","BA.2"
"EPI_ISL_12510323","Sarawak","BA.2"
"EPI_ISL_12510319","Sarawak","BA.2"
"EPI_ISL_12510440","Sarawak","BA.2"
"EPI_ISL_12510330","Sarawak","BA.2"
"EPI_ISL_12510354","Sarawak","BA.2"
"EPI_ISL_12510324","Sarawak","BA.2"
"EPI_ISL_12510341","Sarawak","BA.2"
"EPI_ISL_12510326","Sarawak","BA.2"
"EPI_ISL_12510334","Sarawak","BA.2"
"EPI_ISL_12510352","Sarawak","BA.2"
"EPI_ISL_12510338","Sarawak","BA.2"
"EPI_ISL_12510345","Sarawak","BA.2"
"EPI_ISL_12510339","Sarawak","BA.2"
"EPI_ISL_12510408","Sarawak","BA.2"
"EPI_ISL_12510350","Sarawak","BA.2"
"EPI_ISL_12510360","Sarawak","BA.2"
"EPI_ISL_12510344","Sarawak","BA.2"
"EPI_ISL_12510362","Sarawak","BA.2"
"EPI_ISL_12510361","Sarawak","BA.2"
"EPI_ISL_12510342","Sarawak","BA.2"
"EPI_ISL_12510364","Sarawak","BA.2"
"EPI_ISL_12510356","Sarawak","BA.2"
"EPI_ISL_12510353","Sarawak","BA.2"
"EPI_ISL_12510407","Sarawak","BA.2"
"EPI_ISL_12510358","Sarawak","BA.2"
"EPI_ISL_12510363","Sarawak","BA.2"
"EPI_ISL_12510359","Sarawak","BA.2"
"EPI_ISL_12510357","Sarawak","BA.2"
"EPI_ISL_12510370","Sarawak","BA.2"
"EPI_ISL_12510401","Sarawak","BA.2"
"EPI_ISL_12510406","Sarawak","BA.2"
"EPI_ISL_12510369","Sarawak","BA.2"
"EPI_ISL_12510372","Sarawak","BA.2"
"EPI_ISL_12510410","Sarawak","BA.2"
"EPI_ISL_12510378","Sarawak","BA.2"
"EPI_ISL_12560262","WP Kuala Lumpur","BA.2"
"EPI_ISL_12560263","WP Kuala Lumpur","BA.2"
"EPI_ISL_12560260","WP Kuala Lumpur","BA.2"
"EPI_ISL_12560261","WP Kuala Lumpur","BA.2"
"EPI_ISL_12534809","Perak","BA.2"
"EPI_ISL_12534800","Perak","BA.2"
"EPI_ISL_12534807","Perak","BA.2"
"EPI_ISL_12534806","Perak","BA.2"
"EPI_ISL_12534802","Perak","BA.2"
"EPI_ISL_12534803","Perak","BA.2"
"EPI_ISL_12534804","Perak","BA.2"
"EPI_ISL_12534805","Perak","BA.2"
"EPI_ISL_12534813","Perak","BA.2"
"EPI_ISL_12534810","Perak","BA.2"
"EPI_ISL_12534815","Perak","BA.2"
"EPI_ISL_12534811","Perak","BA.2"
"EPI_ISL_12534754","Terengganu","BA.2"
"EPI_ISL_12534767","Terengganu","BA.2"
"EPI_ISL_12534766","Terengganu","BA.2"
"EPI_ISL_12534768","Terengganu","BA.2"
"EPI_ISL_12534772","Terengganu","BA.2"
"EPI_ISL_12534771","Terengganu","BA.2"
"EPI_ISL_12534756","Terengganu","BA.2"
"EPI_ISL_12534774","Kedah","BA.2"
"EPI_ISL_12534773","Terengganu","BA.2"
"EPI_ISL_12534758","Terengganu","BA.2"
"EPI_ISL_12534761","Terengganu","BA.2"
"EPI_ISL_12534760","Terengganu","BA.2"
"EPI_ISL_12534763","Terengganu","BA.2"
"EPI_ISL_12534764","Terengganu","BA.2"
"EPI_ISL_12534799","Perak","BA.2"
"EPI_ISL_12534906","Kedah","BA.2"
"EPI_ISL_12534908","Kedah","BA.2"
"EPI_ISL_12534907","Kedah","BA.2"
"EPI_ISL_12534903","Kedah","BA.2"
"EPI_ISL_12534920","Kedah","BA.2"
"EPI_ISL_12534909","Kedah","BA.2"
"EPI_ISL_12534902","Kedah","BA.2"
"EPI_ISL_12534900","Kedah","BA.2"
"EPI_ISL_12534904","Kedah","BA.2"
"EPI_ISL_12534923","Kedah","BA.2"
"EPI_ISL_12534924","Kedah","BA.2"
"EPI_ISL_12534921","Kedah","BA.2"
"EPI_ISL_12534925","Kedah","BA.2"
"EPI_ISL_12534918","Kedah","BA.2"
"EPI_ISL_12534917","Kedah","BA.2"
"EPI_ISL_12534922","Kedah","BA.2"
"EPI_ISL_12534914","Kedah","BA.2"
"EPI_ISL_12534919","Kedah","BA.2"
"EPI_ISL_12534912","Kedah","BA.2"
"EPI_ISL_12534821","Perak","BA.2"
"EPI_ISL_12534915","Kedah","BA.2"
"EPI_ISL_12534822","Perak","BA.2"
"EPI_ISL_12534819","Perak","BA.2"
"EPI_ISL_12534820","Perak","BA.2"
"EPI_ISL_12534891","Kedah","BA.2"
"EPI_ISL_12534896","Kedah","BA.2"
"EPI_ISL_12534893","Kedah","BA.2"
"EPI_ISL_12534892","Kedah","BA.2"
"EPI_ISL_12534888","Kedah","BA.2"
"EPI_ISL_12534879","Kedah","BA.2"
"EPI_ISL_12534887","Kedah","BA.2"
"EPI_ISL_12534894","Kedah","BA.2"
"EPI_ISL_12534884","Kedah","BA.2"
"EPI_ISL_12534880","Kedah","BA.2"
"EPI_ISL_12534882","Kedah","BA.2"
"EPI_ISL_12534889","Kedah","BA.2"
"EPI_ISL_12534881","Kedah","BA.2"
"EPI_ISL_12534886","Kedah","BA.2"
"EPI_ISL_12534890","Kedah","BA.2"
"EPI_ISL_12534898","Kedah","BA.2"
"EPI_ISL_12534877","Kedah","BA.2"
"EPI_ISL_12534883","Kedah","BA.2"
"EPI_ISL_12534885","Kedah","BA.2"
"EPI_ISL_12628136","Melaka","BA.2"
"EPI_ISL_12628125","Johor","BA.2"
"EPI_ISL_12628128","Johor","BA.2"
"EPI_ISL_12628114","Johor","BA.2"
"EPI_ISL_12628109","Johor","BA.2"
"EPI_ISL_12628113","Johor","BA.2"
"EPI_ISL_12628110","Johor","BA.2"
"EPI_ISL_12628106","Johor","BA.2"
"EPI_ISL_12628098","Johor","BA.2"
"EPI_ISL_12628111","Johor","BA.2"
"EPI_ISL_12628104","Johor","BA.2"
"EPI_ISL_12628101","Melaka","BA.2"
"EPI_ISL_12628116","Johor","BA.2"
"EPI_ISL_12628112","Johor","BA.2"
"EPI_ISL_12628107","Johor","BA.2"
"EPI_ISL_12628108","Johor","BA.2"
"EPI_ISL_12628150","Johor","BA.2"
"EPI_ISL_12628153","Johor","BA.2"
"EPI_ISL_12628152","Johor","BA.2"
"EPI_ISL_12628119","Johor","BA.2"
"EPI_ISL_12628129","Johor","BA.2"
"EPI_ISL_12628117","Johor","BA.2"
"EPI_ISL_12628115","Johor","BA.2"
"EPI_ISL_12628121","Johor","BA.2"
"EPI_ISL_12628120","Johor","BA.2"
"EPI_ISL_12628127","Johor","BA.2"
"EPI_ISL_12628122","Johor","BA.2"
"EPI_ISL_12628124","Johor","BA.2"
"EPI_ISL_12628131","Melaka","BA.2"
"EPI_ISL_12628140","Johor","BA.2"
"EPI_ISL_12628126","Johor","BA.2"
"EPI_ISL_12628137","Melaka","BA.2"
"EPI_ISL_12628138","Melaka","BA.2"
"EPI_ISL_12628143","Johor","BA.2"
"EPI_ISL_12628132","Melaka","BA.2"
"EPI_ISL_12628130","Johor","BA.2"
"EPI_ISL_12628142","Johor","BA.2"
"EPI_ISL_12628141","Johor","BA.2"
"EPI_ISL_12628146","Johor","BA.2"
"EPI_ISL_12628144","Johor","BA.2"
"EPI_ISL_12628149","Johor","BA.2"
"EPI_ISL_12631123","Perak","BA.2"
"EPI_ISL_12665231","Selangor","BA.2"
"EPI_ISL_12665234","Pahang","BA.2"
"EPI_ISL_12665233","WP Kuala Lumpur","BA.2"
"EPI_ISL_12665236","Pahang","BA.2"
"EPI_ISL_12665235","Pahang","BA.2"
"EPI_ISL_12665239","Johor","BA.2"
"EPI_ISL_12665241","Johor","BA.2"
"EPI_ISL_12665242","Johor","BA.2"
"EPI_ISL_12665244","Terengganu","BA.2"
"EPI_ISL_12665247","Terengganu","BA.2"
"EPI_ISL_12665246","Terengganu","BA.2"
"EPI_ISL_12665256","Selangor","BA.2"
"EPI_ISL_12665252","Selangor","BA.2"
"EPI_ISL_12665258","Selangor","BA.2"
"EPI_ISL_12665248","Selangor","BA.2"
"EPI_ISL_12665251","Selangor","BA.2"
"EPI_ISL_12665254","Selangor","BA.2"
"EPI_ISL_12665250","Selangor","BA.2"
"EPI_ISL_12665265","Selangor","BA.2"
"EPI_ISL_12665298","Selangor","BA.2"
"EPI_ISL_12665267","Selangor","BA.2"
"EPI_ISL_12665266","Selangor","BA.2"
"EPI_ISL_12665302","Selangor","BA.2"
"EPI_ISL_12665264","Selangor","BA.2"
"EPI_ISL_12665260","Selangor","BA.2"
"EPI_ISL_12665230","Selangor","BA.2"
"EPI_ISL_12665243","Terengganu","BA.2"
"EPI_ISL_12665232","WP Kuala Lumpur","BA.2"
"EPI_ISL_12665268","Selangor","BA.2"
"EPI_ISL_12665274","Selangor","BA.2"
"EPI_ISL_12665273","Selangor","BA.2"
"EPI_ISL_12665276","Selangor","BA.2"
"EPI_ISL_12665279","Selangor","BA.2"
"EPI_ISL_12665272","Selangor","BA.2"
"EPI_ISL_12665287","Selangor","BA.2"
"EPI_ISL_12665281","Selangor","BA.2"
"EPI_ISL_12665296","Selangor","BA.2"
"EPI_ISL_12665297","Selangor","BA.2"
"EPI_ISL_12665291","Selangor","BA.2"
"EPI_ISL_12704536","Kelantan","BA.2"
"EPI_ISL_12704555","Kelantan","BA.2"
"EPI_ISL_12704551","Kelantan","BA.2"
"EPI_ISL_12704553","Kelantan","BA.2"
"EPI_ISL_12704556","Kelantan","BA.2"
"EPI_ISL_12704550","Kelantan","BA.2"
"EPI_ISL_12704559","Kelantan","BA.2"
"EPI_ISL_12704558","Kelantan","BA.2"
"EPI_ISL_12704543","Kelantan","BA.2"
"EPI_ISL_12704552","Kelantan","BA.2"
"EPI_ISL_12704563","Kelantan","BA.2"
"EPI_ISL_12704545","Kelantan","BA.2"
"EPI_ISL_12704546","Kelantan","BA.2"
"EPI_ISL_12704547","Kelantan","BA.2"
"EPI_ISL_12704540","Kelantan","BA.2"
"EPI_ISL_12704567","Kelantan","BA.2"
"EPI_ISL_12704561","Kelantan","BA.2"
"EPI_ISL_12704541","Kelantan","BA.2"
"EPI_ISL_12704538","Kelantan","BA.2"
"EPI_ISL_12704560","Kelantan","BA.2"
"EPI_ISL_12704564","Kelantan","BA.2"
"EPI_ISL_12704562","Kelantan","BA.2"
"EPI_ISL_12708551","Kelantan","BA.2"
"EPI_ISL_12708557","Kelantan","BA.2"
"EPI_ISL_12708555","Kelantan","BA.2"
"EPI_ISL_12708554","Kelantan","BA.2"
"EPI_ISL_12708547","Kelantan","BA.2"
"EPI_ISL_12708558","Kelantan","BA.2"
"EPI_ISL_12708541","Kelantan","BA.2"
"EPI_ISL_12708543","Kelantan","BA.2"
"EPI_ISL_12708550","Kelantan","BA.2"
"EPI_ISL_12708556","Kelantan","BA.2"
"EPI_ISL_12708549","Kelantan","BA.2"
"EPI_ISL_12708542","Kelantan","BA.2"
"EPI_ISL_12708540","Kelantan","BA.2"
"EPI_ISL_12708546","Kelantan","BA.2"
"EPI_ISL_12708544","Kelantan","BA.2"
"EPI_ISL_12708545","Kelantan","BA.2"
"EPI_ISL_12708539","Kelantan","BA.2"
"EPI_ISL_12708564","Kelantan","BA.2"
"EPI_ISL_12708561","Kelantan","BA.2"
"EPI_ISL_12721603","Selangor","BA.2"
"EPI_ISL_12721608","Selangor","BA.2"
"EPI_ISL_12721577","Selangor","BA.2"
"EPI_ISL_12721595","Selangor","BA.2"
"EPI_ISL_12721594","Selangor","BA.2"
"EPI_ISL_12721602","Selangor","BA.2"
"EPI_ISL_12721600","Selangor","BA.2"
"EPI_ISL_12721599","Selangor","BA.2"
"EPI_ISL_12721593","Selangor","BA.2"
"EPI_ISL_12721579","Selangor","BA.2"
"EPI_ISL_12721616","Selangor","BA.2"
"EPI_ISL_12721615","Selangor","BA.2"
"EPI_ISL_12721618","Selangor","BA.2"
"EPI_ISL_12721620","Selangor","BA.2"
"EPI_ISL_12721622","Selangor","BA.2"
"EPI_ISL_12728849","Sarawak","BA.2"
"EPI_ISL_12728843","Sarawak","BA.2"
"EPI_ISL_12728846","Negeri Sembilan","BA.2"
"EPI_ISL_12728844","Negeri Sembilan","BA.2"
"EPI_ISL_12728842","Negeri Sembilan","BA.2"
"EPI_ISL_12739628","Sarawak","BA.2"
"EPI_ISL_12739633","Sarawak","BA.2"
"EPI_ISL_12739648","Sarawak","BA.2"
"EPI_ISL_12739609","Sarawak","BA.2"
"EPI_ISL_12739621","Sarawak","BA.2"
"EPI_ISL_12739629","Sarawak","BA.2"
"EPI_ISL_12739624","Sarawak","BA.2"
"EPI_ISL_12739622","Sarawak","BA.2"
"EPI_ISL_12739625","Sarawak","BA.2"
"EPI_ISL_12739630","Sarawak","BA.2"
"EPI_ISL_12739631","Sarawak","BA.2"
"EPI_ISL_12739638","Sarawak","BA.2"
"EPI_ISL_12739635","Sarawak","BA.2"
"EPI_ISL_12739646","Sarawak","BA.2"
"EPI_ISL_12510137","Sarawak","BA.2"
"EPI_ISL_12510142","Sarawak","BA.2"
"EPI_ISL_12510143","Sarawak","BA.2"
"EPI_ISL_12510182","Sarawak","BA.2"
"EPI_ISL_12510022","Sarawak","BA.2"
"EPI_ISL_12510031","Sarawak","BA.2"
"EPI_ISL_12739667","Sarawak","BA.2"
"EPI_ISL_12739653","Sarawak","BA.2"
"EPI_ISL_12739680","Sarawak","BA.2"
"EPI_ISL_12739689","Sarawak","BA.2"
"EPI_ISL_12739692","Sarawak","BA.2"
"EPI_ISL_12739693","Sarawak","BA.2"
"EPI_ISL_12739694","Sarawak","BA.2"
"EPI_ISL_12739691","Sarawak","BA.2"
"EPI_ISL_12739690","Sarawak","BA.2"
"EPI_ISL_12739665","Sarawak","BA.2"
"EPI_ISL_12739658","Sarawak","BA.2"
"EPI_ISL_12739662","Sarawak","BA.2"
"EPI_ISL_12739676","Sarawak","BA.2"
"EPI_ISL_12739669","Sarawak","BA.2"
"EPI_ISL_12739677","Sarawak","BA.2"
"EPI_ISL_12739668","Sarawak","BA.2"
"EPI_ISL_12739673","Sarawak","BA.2"
"EPI_ISL_12739672","Sarawak","BA.2"
"EPI_ISL_12739678","Sarawak","BA.2"
"EPI_ISL_12739679","Sarawak","BA.2"
"EPI_ISL_12739687","Sarawak","BA.2"
"EPI_ISL_12739681","Sarawak","BA.2"
"EPI_ISL_12739683","Sarawak","BA.2"
"EPI_ISL_12739682","Sarawak","BA.2"
"EPI_ISL_12739688","Sarawak","BA.2"
"EPI_ISL_12739793","Kelantan","BA.2"
"EPI_ISL_12739802","Kelantan","BA.2"
"EPI_ISL_12739801","Kelantan","BA.2"
"EPI_ISL_12739800","Kelantan","BA.2"
"EPI_ISL_12739796","Kelantan","BA.2"
"EPI_ISL_12739791","Kelantan","BA.2"
"EPI_ISL_12739792","Kelantan","BA.2"
"EPI_ISL_12739798","Kelantan","BA.2"
"EPI_ISL_12746946","WP Putrajaya","BA.2"
"EPI_ISL_12746998","Kedah","BA.2"
"EPI_ISL_12746986","Kedah","BA.2"
"EPI_ISL_12746994","Kedah","BA.2"
"EPI_ISL_12747002","Kedah","BA.2"
"EPI_ISL_12746993","Kedah","BA.2"
"EPI_ISL_12747001","Kedah","BA.2"
"EPI_ISL_12747000","Kedah","BA.2"
"EPI_ISL_12746995","Kedah","BA.2"
"EPI_ISL_12747004","Kedah","BA.2"
