"AccessionID","SamplingDate","Lineage","Variant"
"EPI_ISL_15140037","2022-08-10","BF.5","omicron"
"EPI_ISL_15348291","2022-08-10","BF.5","omicron"
"EPI_ISL_15348292","2022-08-10","BL.1","omicron"
"EPI_ISL_16098740","2022-08-10","BQ.1.23","omicron"
"EPI_ISL_14862429","2022-08-11","BA.2.10","omicron"
"EPI_ISL_15348295","2022-08-11","BA.2.2","omicron"
"EPI_ISL_14942788","2022-08-11","BA.2.40.1","omicron"
"EPI_ISL_15819775","2022-08-11","BA.2.56","omicron"
"EPI_ISL_14862430","2022-08-11","BA.2","omicron"
"EPI_ISL_14862431","2022-08-11","BA.2","omicron"
"EPI_ISL_15333177","2022-08-11","BA.2","omicron"
"EPI_ISL_15348297","2022-08-11","BA.2","omicron"
"EPI_ISL_15670044","2022-08-11","BA.2","omicron"
"EPI_ISL_15819778","2022-08-11","BA.2","omicron"
"EPI_ISL_15819780","2022-08-11","BA.2","omicron"
"EPI_ISL_15819781","2022-08-11","BA.2","omicron"
"EPI_ISL_14942853","2022-08-11","BA.4.1.9","omicron"
"EPI_ISL_14788606","2022-08-11","BA.5.1.22","omicron"
"EPI_ISL_15819777","2022-08-11","BA.5.1","omicron"
"EPI_ISL_14722753","2022-08-11","BA.5.2.1","omicron"
"EPI_ISL_14788592","2022-08-11","BA.5.2.1","omicron"
"EPI_ISL_14788597","2022-08-11","BA.5.2.1","omicron"
"EPI_ISL_14977345","2022-08-11","BA.5.2.1","omicron"
"EPI_ISL_15456673","2022-08-11","BA.5.2.1","omicron"
"EPI_ISL_14942795","2022-08-11","BA.5.2.20","omicron"
"EPI_ISL_14583927","2022-08-11","BA.5.2.22","omicron"
"EPI_ISL_14862428","2022-08-11","BA.5.2.24","omicron"
"EPI_ISL_14788624","2022-08-11","BA.5.2.27","omicron"
"EPI_ISL_14788622","2022-08-11","BA.5.2.28","omicron"
"EPI_ISL_14977347","2022-08-11","BA.5.2.28","omicron"
"EPI_ISL_15085179","2022-08-11","BA.5.2.28","omicron"
"EPI_ISL_15140043","2022-08-11","BA.5.2.28","omicron"
"EPI_ISL_15456671","2022-08-11","BA.5.2.28","omicron"
"EPI_ISL_14942794","2022-08-11","BA.5.2.6","omicron"
"EPI_ISL_14722754","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14722755","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14788591","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14788599","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14788615","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14788621","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14788623","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14942753","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14942797","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14942852","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14951433","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14977340","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14977346","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14977348","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15085176","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15085178","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15085181","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15085182","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15108683","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15108684","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15123848","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15140034","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15140035","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15348293","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15348294","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15348296","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15348298","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15456669","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15456670","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15603183","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15819774","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15819776","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15819779","2022-08-11","BA.5.2","omicron"
"EPI_ISL_15917770","2022-08-11","BA.5.2","omicron"
"EPI_ISL_14583926","2022-08-11","BA.5.3","omicron"
"EPI_ISL_15085184","2022-08-11","BA.5.6","omicron"
"EPI_ISL_15085183","2022-08-11","BE.3","omicron"
"EPI_ISL_15456672","2022-08-11","BE.4","omicron"
"EPI_ISL_15108682","2022-08-11","BF.24","omicron"
"EPI_ISL_15123851","2022-08-11","BF.28","omicron"
"EPI_ISL_14788607","2022-08-11","BF.5","omicron"
"EPI_ISL_15085177","2022-08-11","BF.5","omicron"
"EPI_ISL_15085180","2022-08-11","BF.5","omicron"
"EPI_ISL_15348299","2022-08-11","BF.5","omicron"
"EPI_ISL_15819782","2022-08-11","BF.5","omicron"
"EPI_ISL_15085192","2022-08-12","BA.2.12.1","omicron"
"EPI_ISL_15456677","2022-08-12","BA.2.40.1","omicron"
"EPI_ISL_15670045","2022-08-12","BA.2","omicron"
"EPI_ISL_15819783","2022-08-12","BA.2","omicron"
"EPI_ISL_15819785","2022-08-12","BA.2","omicron"
"EPI_ISL_15140099","2022-08-12","BA.5.1.24","omicron"
"EPI_ISL_15140051","2022-08-12","BA.5.1","omicron"
"EPI_ISL_15140098","2022-08-12","BA.5.1","omicron"
"EPI_ISL_15242875","2022-08-12","BA.5.1","omicron"
"EPI_ISL_15242877","2022-08-12","BA.5.1","omicron"
"EPI_ISL_15585846","2022-08-12","BA.5.1","omicron"
"EPI_ISL_15596849","2022-08-12","BA.5.2.12","omicron"
"EPI_ISL_14942755","2022-08-12","BA.5.2.1","omicron"
"EPI_ISL_14942756","2022-08-12","BA.5.2.1","omicron"
"EPI_ISL_14977352","2022-08-12","BA.5.2.1","omicron"
"EPI_ISL_15204478","2022-08-12","BA.5.2.1","omicron"
"EPI_ISL_15398053","2022-08-12","BA.5.2.1","omicron"
"EPI_ISL_15242876","2022-08-12","BA.5.2.20","omicron"
"EPI_ISL_15253794","2022-08-12","BA.5.2.20","omicron"
"EPI_ISL_15253798","2022-08-12","BA.5.2.20","omicron"
"EPI_ISL_15253799","2022-08-12","BA.5.2.20","omicron"
"EPI_ISL_15456674","2022-08-12","BA.5.2.20","omicron"
"EPI_ISL_14788605","2022-08-12","BA.5.2.22","omicron"
"EPI_ISL_15456678","2022-08-12","BA.5.2.26","omicron"
"EPI_ISL_15204503","2022-08-12","BA.5.2.27","omicron"
"EPI_ISL_14788602","2022-08-12","BA.5.2.28","omicron"
"EPI_ISL_14788604","2022-08-12","BA.5.2.28","omicron"
"EPI_ISL_14947060","2022-08-12","BA.5.2.28","omicron"
"EPI_ISL_15140097","2022-08-12","BA.5.2.28","omicron"
"EPI_ISL_15348301","2022-08-12","BA.5.2.28","omicron"
"EPI_ISL_14942800","2022-08-12","BA.5.2.6","omicron"
"EPI_ISL_15242878","2022-08-12","BA.5.2.6","omicron"
"EPI_ISL_14583897","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14835959","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14942754","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14942789","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14942798","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14942799","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951416","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951417","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951418","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951419","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951420","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14951428","2022-08-12","BA.5.2","omicron"
"EPI_ISL_14977353","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15057439","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15057443","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15085185","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15085186","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15085187","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15085190","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15085191","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15108685","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15109610","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15140038","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15140039","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15253796","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15253800","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15253801","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15343667","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15348300","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15348302","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15456675","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15456676","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15512445","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15603184","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15603185","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15819784","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15819786","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15819787","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15819788","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15819789","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15917768","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15917769","2022-08-12","BA.5.2","omicron"
"EPI_ISL_15253795","2022-08-12","BE.4","omicron"
"EPI_ISL_15253797","2022-08-12","BF.5","omicron"
"EPI_ISL_14788603","2022-08-13","BA.2.12.1","omicron"
"EPI_ISL_15456681","2022-08-13","BA.2.76","omicron"
"EPI_ISL_15819791","2022-08-13","BA.2","omicron"
"EPI_ISL_14942801","2022-08-13","BA.5.2.1","omicron"
"EPI_ISL_15253803","2022-08-13","BA.5.2.21","omicron"
"EPI_ISL_14977354","2022-08-13","BA.5.2.28","omicron"
"EPI_ISL_15085195","2022-08-13","BA.5.2.28","omicron"
"EPI_ISL_15348311","2022-08-13","BA.5.2.28","omicron"
"EPI_ISL_14835958","2022-08-13","BA.5.2","omicron"
"EPI_ISL_14942759","2022-08-13","BA.5.2","omicron"
"EPI_ISL_14942802","2022-08-13","BA.5.2","omicron"
"EPI_ISL_14942854","2022-08-13","BA.5.2","omicron"
"EPI_ISL_14942883","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15055606","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15057442","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15085189","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15085193","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15085194","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15085199","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15253802","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15253804","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15253805","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348303","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348304","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348305","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348306","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348307","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348308","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348309","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15348310","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15456679","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15456680","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15456682","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15464282","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15819790","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15819792","2022-08-13","BA.5.2","omicron"
"EPI_ISL_15085188","2022-08-13","BF.5","omicron"
"EPI_ISL_15348312","2022-08-13","BF.5","omicron"
"EPI_ISL_15456683","2022-08-14","BA.2.40.1","omicron"
"EPI_ISL_14888605","2022-08-14","BA.2.75.3","omicron"
"EPI_ISL_15780154","2022-08-14","BA.2","omicron"
"EPI_ISL_14942807","2022-08-14","BA.5.1","omicron"
"EPI_ISL_14788600","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_14788616","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_14947062","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_15085198","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_15085202","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_15204487","2022-08-14","BA.5.2.1","omicron"
"EPI_ISL_15085197","2022-08-14","BA.5.2.20","omicron"
"EPI_ISL_15085203","2022-08-14","BA.5.2.21","omicron"
"EPI_ISL_14942806","2022-08-14","BA.5.2.26","omicron"
"EPI_ISL_14942804","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_15057441","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_15085196","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_15085205","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_15253806","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_15348319","2022-08-14","BA.5.2.28","omicron"
"EPI_ISL_14788601","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14788617","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14788618","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14835957","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942710","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942768","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942770","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942803","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942805","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14977332","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15057440","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15085201","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15085204","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15123850","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15343668","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348313","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348314","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348315","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348316","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348317","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348318","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15348588","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15456684","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15456685","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15464283","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15465587","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15533660","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15533661","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15533666","2022-08-14","BA.5.2","omicron"
"EPI_ISL_15780155","2022-08-14","BA.5.2","omicron"
"EPI_ISL_14942757","2022-08-14","BA.5.6","omicron"
"EPI_ISL_15085200","2022-08-14","BF.5","omicron"
"EPI_ISL_15140033","2022-08-14","BF.5","omicron"
"EPI_ISL_15456686","2022-08-14","BF.5","omicron"
"EPI_ISL_15533662","2022-08-15","BA.2.3","omicron"
"EPI_ISL_15078280","2022-08-15","BA.2.40.1","omicron"
"EPI_ISL_15780159","2022-08-15","BA.2.40.1","omicron"
"EPI_ISL_15348320","2022-08-15","BA.2","omicron"
"EPI_ISL_15780156","2022-08-15","BA.2","omicron"
"EPI_ISL_15780158","2022-08-15","BA.2","omicron"
"EPI_ISL_15232191","2022-08-15","BA.5.1.10","omicron"
"EPI_ISL_14888595","2022-08-15","BA.5.1","omicron"
"EPI_ISL_14888596","2022-08-15","BA.5.1","omicron"
"EPI_ISL_15204467","2022-08-15","BA.5.1","omicron"
"EPI_ISL_15348325","2022-08-15","BA.5.1","omicron"
"EPI_ISL_15465591","2022-08-15","BA.5.2.12","omicron"
"EPI_ISL_15253808","2022-08-15","BA.5.2.16","omicron"
"EPI_ISL_15135970","2022-08-15","BA.5.2.1","omicron"
"EPI_ISL_15456688","2022-08-15","BA.5.2.1","omicron"
"EPI_ISL_15465574","2022-08-15","BA.5.2.1","omicron"
"EPI_ISL_15057418","2022-08-15","BA.5.2.28","omicron"
"EPI_ISL_14888591","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14888597","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14888598","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942769","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942771","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942808","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942809","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942812","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14942815","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14947061","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14947090","2022-08-15","BA.5.2","omicron"
"EPI_ISL_14951411","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057402","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057404","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057405","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057406","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057416","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15057444","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15078278","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15078279","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15078281","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15078282","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15085206","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15085207","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15085208","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15123854","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15140045","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15140046","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15232186","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15232188","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15232189","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15253807","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15253809","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15253810","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15343669","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348321","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348322","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348323","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348324","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348326","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348327","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348328","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15348329","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15456687","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15456689","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15456690","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15456691","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465580","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465582","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465585","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465586","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465588","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15465592","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15533663","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15533664","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15603186","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15603188","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15780157","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15780160","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15780161","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15917771","2022-08-15","BA.5.2","omicron"
"EPI_ISL_15140036","2022-08-15","BA.5.8","omicron"
"EPI_ISL_14947089","2022-08-15","BE.4","omicron"
"EPI_ISL_15603187","2022-08-15","BE.4","omicron"
"EPI_ISL_14942810","2022-08-15","BF.27","omicron"
"EPI_ISL_15123852","2022-08-15","BF.28","omicron"
"EPI_ISL_15146201","2022-08-15","BF.5","omicron"
"EPI_ISL_14835967","2022-08-16","BA.2.40.1","omicron"
"EPI_ISL_15123853","2022-08-16","BA.2.40.1","omicron"
"EPI_ISL_15456692","2022-08-16","BA.2.75","omicron"
"EPI_ISL_15577083","2022-08-16","BA.2","omicron"
"EPI_ISL_15780162","2022-08-16","BA.2","omicron"
"EPI_ISL_15780163","2022-08-16","BA.2","omicron"
"EPI_ISL_14722767","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722769","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722770","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722771","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722774","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722775","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722776","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722779","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722781","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722782","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722783","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722786","2022-08-16","BA.5.1","omicron"
"EPI_ISL_14722789","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15078285","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15455523","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533635","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533637","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533639","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533641","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533645","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533647","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533649","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533651","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15533654","2022-08-16","BA.5.1","omicron"
"EPI_ISL_15465590","2022-08-16","BA.5.2.12","omicron"
"EPI_ISL_15455521","2022-08-16","BA.5.2.16","omicron"
"EPI_ISL_14942716","2022-08-16","BA.5.2.1","omicron"
"EPI_ISL_14942813","2022-08-16","BA.5.2.1","omicron"
"EPI_ISL_15078283","2022-08-16","BA.5.2.1","omicron"
"EPI_ISL_15109611","2022-08-16","BA.5.2.20","omicron"
"EPI_ISL_15140044","2022-08-16","BA.5.2.24","omicron"
"EPI_ISL_15057426","2022-08-16","BA.5.2.27","omicron"
"EPI_ISL_15166384","2022-08-16","BA.5.2.27","omicron"
"EPI_ISL_14888588","2022-08-16","BA.5.2.28","omicron"
"EPI_ISL_14942811","2022-08-16","BA.5.2.28","omicron"
"EPI_ISL_15146204","2022-08-16","BA.5.2.28","omicron"
"EPI_ISL_15456693","2022-08-16","BA.5.2.28","omicron"
"EPI_ISL_15718966","2022-08-16","BA.5.2.28","omicron"
"EPI_ISL_14722772","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722773","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722777","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722778","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722785","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722787","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14722788","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14835961","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14888587","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14888593","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14888594","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942712","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942713","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942715","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942773","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942814","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942816","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942817","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14942884","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14947091","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14947092","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14947093","2022-08-16","BA.5.2","omicron"
"EPI_ISL_14977355","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15078284","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15078286","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15085209","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15085210","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15146202","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15146203","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15166385","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15232190","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15232192","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15232194","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348330","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348331","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348332","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348333","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348334","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348335","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348336","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15348589","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15455519","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15455520","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15455522","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15456694","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15456695","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15456696","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15464292","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15464293","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15465584","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15465593","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15465594","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533632","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533633","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533636","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533638","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533640","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533642","2022-08-16","BA.5.2","omicron"
"EPI_ISL_15533643","2022-08-16","BA.5.2","omicron"
