"SeqName","AccID","Collectiondate","Clade","qc.overallScore","qc.overallStatus","OriginLab","SubmittingLab"
"hCoV-19/Malaysia/IMR_OS1664/2022","EPI_ISL_14323875","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1665/2022","EPI_ISL_14323876","2022-04-11","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1666/2022","EPI_ISL_14323877","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1667/2022","EPI_ISL_14323878","2022-04-11","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1668/2022","EPI_ISL_14323879","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1669/2022","EPI_ISL_14323880","2022-04-11","21L (Omicron)","8.506944","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1670/2022","EPI_ISL_14323881","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1671/2022","EPI_ISL_14323882","2022-04-11","21L (Omicron)","0.49","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1672/2022","EPI_ISL_14323883","2022-04-11","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1673/2022","EPI_ISL_14323884","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1674/2022","EPI_ISL_14323885","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1675/2022","EPI_ISL_14323886","2022-04-11","21L (Omicron)","11.111111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1676/2022","EPI_ISL_14323887","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1677/2022","EPI_ISL_14323888","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1678/2022","EPI_ISL_14323889","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1679/2022","EPI_ISL_14323890","2022-04-11","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1680/2022","EPI_ISL_14323891","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1681/2022","EPI_ISL_14323892","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1682/2022","EPI_ISL_14323893","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1683/2022","EPI_ISL_14323894","2022-04-11","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1684/2022","EPI_ISL_14323895","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1685/2022","EPI_ISL_14323896","2022-04-11","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1686/2022","EPI_ISL_14323897","2022-04-11","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1687/2022","EPI_ISL_14323898","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1688/2022","EPI_ISL_14323899","2022-04-11","21L (Omicron)","25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1689/2022","EPI_ISL_14323900","2022-04-11","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1690/2022","EPI_ISL_14323901","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1691/2022","EPI_ISL_14323902","2022-04-11","21K (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1692/2022","EPI_ISL_14323903","2022-04-11","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1693/2022","EPI_ISL_14323904","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1694/2022","EPI_ISL_14323905","2022-04-10","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1695/2022","EPI_ISL_14323906","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1696/2022","EPI_ISL_14323907","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1697/2022","EPI_ISL_14323908","2022-04-11","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1698/2022","EPI_ISL_14323909","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1699/2022","EPI_ISL_14323910","2022-04-11","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1700/2022","EPI_ISL_14323911","2022-04-11","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1701/2022","EPI_ISL_14323912","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1702/2022","EPI_ISL_14323913","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1703/2022","EPI_ISL_14323914","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1704/2022","EPI_ISL_14323915","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1705/2022","EPI_ISL_14323916","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1706/2022","EPI_ISL_14323917","2022-04-11","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1707/2022","EPI_ISL_14323918","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1708/2022","EPI_ISL_14323919","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1709/2022","EPI_ISL_14323920","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1710/2022","EPI_ISL_14323921","2022-04-12","21L (Omicron)","11.409383","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1711/2022","EPI_ISL_14323922","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1712/2022","EPI_ISL_14323924","2022-04-12","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1713/2022","EPI_ISL_14323925","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1714/2022","EPI_ISL_14323926","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1715/2022","EPI_ISL_14323927","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1716/2022","EPI_ISL_14323928","2022-04-12","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1717/2022","EPI_ISL_14323929","2022-04-12","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1718/2022","EPI_ISL_14323930","2022-04-12","21L (Omicron)","8.506944","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1719/2022","EPI_ISL_14323931","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1720/2022","EPI_ISL_14323932","2022-04-12","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1721/2022","EPI_ISL_14323933","2022-04-12","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1722/2022","EPI_ISL_14323934","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1723/2022","EPI_ISL_14323935","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1724/2022","EPI_ISL_14323936","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1725/2022","EPI_ISL_14323937","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1726/2022","EPI_ISL_14323938","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1727/2022","EPI_ISL_14323939","2022-04-12","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1728/2022","EPI_ISL_14323940","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1729/2022","EPI_ISL_14323941","2022-04-12","21L (Omicron)","17.361111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1730/2022","EPI_ISL_14323942","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1731/2022","EPI_ISL_14323943","2022-04-12","21L (Omicron)","14.0625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1732/2022","EPI_ISL_14323944","2022-04-12","21L (Omicron)","14.0625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1733/2022","EPI_ISL_14323945","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1736/2022","EPI_ISL_14323946","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1737/2022","EPI_ISL_14323947","2022-04-12","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1738/2022","EPI_ISL_14323948","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1739/2022","EPI_ISL_14323949","2022-04-12","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1741/2022","EPI_ISL_14323950","2022-04-12","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1742/2022","EPI_ISL_14323951","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1743/2022","EPI_ISL_14323952","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1744/2022","EPI_ISL_14323953","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1745/2022","EPI_ISL_14323954","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1746/2022","EPI_ISL_14323955","2022-04-12","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1747/2022","EPI_ISL_14323956","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1748/2022","EPI_ISL_14323957","2022-04-12","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1749/2022","EPI_ISL_14323958","2022-04-12","21K (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1751/2022","EPI_ISL_14323959","2022-04-12","21L (Omicron)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1752/2022","EPI_ISL_14323960","2022-04-12","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1753/2022","EPI_ISL_14323961","2022-04-12","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1754/2022","EPI_ISL_14323962","2022-04-12","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1431/2022","EPI_ISL_14328003","2022-05-08","21L (Omicron)","17.361111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS1475/2022","EPI_ISL_14328004","2022-05-14","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/MGVI_GU0242/2022","EPI_ISL_14328005","2022-07-11","21L (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0243/2022","EPI_ISL_14328006","2022-07-11","22B (Omicron)","2.777778","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0244/2022","EPI_ISL_14328007","2022-07-11","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0245/2022","EPI_ISL_14328008","2022-07-12","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0246/2022","EPI_ISL_14328009","2022-07-11","21L (Omicron)","0.173611","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0247/2022","EPI_ISL_14328010","2022-07-11","21L (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0248/2022","EPI_ISL_14328011","2022-07-13","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0249/2022","EPI_ISL_14328012","2022-07-13","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0250/2022","EPI_ISL_14328013","2022-07-12","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0251/2022","EPI_ISL_14328014","2022-07-14","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0252/2022","EPI_ISL_14328015","2022-07-13","22B (Omicron)","1.5625","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0253/2022","EPI_ISL_14328016","2022-07-15","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0254/2022","EPI_ISL_14328017","2022-07-18","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0255/2022","EPI_ISL_14328018","2022-07-17","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0256/2022","EPI_ISL_14328019","2022-07-17","22B (Omicron)","4.340278","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0257/2022","EPI_ISL_14328020","2022-07-18","22B (Omicron)","1.5625","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0258/2022","EPI_ISL_14328021","2022-07-18","22B (Omicron)","25","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0259/2022","EPI_ISL_14328022","2022-07-19","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0260/2022","EPI_ISL_14328023","2022-07-20","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/MGVI_GU0261/2022","EPI_ISL_14328024","2022-07-23","22B (Omicron)","0","good","Hospital Sungai Buloh","MGVI"
"hCoV-19/Malaysia/IMR_OS2672/2022","EPI_ISL_14358417","2022-06-17","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2673/2022","EPI_ISL_14358418","2022-06-17","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2674/2022","EPI_ISL_14358419","2022-06-17","22C (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2675/2022","EPI_ISL_14358420","2022-06-18","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2676/2022","EPI_ISL_14358421","2022-06-18","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2677/2022","EPI_ISL_14358422","2022-06-18","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2678/2022","EPI_ISL_14358423","2022-06-18","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2679/2022","EPI_ISL_14358424","2022-06-18","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2680/2022","EPI_ISL_14358425","2022-06-18","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2681/2022","EPI_ISL_14358426","2022-06-18","21L (Omicron)","56.25","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2682/2022","EPI_ISL_14358427","2022-06-18","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2683/2022","EPI_ISL_14358428","2022-06-18","21L (Omicron)","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2684/2022","EPI_ISL_14358429","2022-06-19","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2685/2022","EPI_ISL_14358430","2022-06-19","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2686/2022","EPI_ISL_14358431","2022-06-19","21L (Omicron)","8.606053","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2687/2022","EPI_ISL_14358432","2022-06-19","22A (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2688/2022","EPI_ISL_14358433","2022-06-19","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2689/2022","EPI_ISL_14358434","2022-06-19","21L (Omicron)","11.081032","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2690/2022","EPI_ISL_14358435","2022-06-19","22C (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2691/2022","EPI_ISL_14358436","2022-06-19","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2692/2022","EPI_ISL_14358437","2022-06-19","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2693/2022","EPI_ISL_14358438","2022-06-19","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2694/2022","EPI_ISL_14358439","2022-06-20","21L (Omicron)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2695/2022","EPI_ISL_14358440","2022-06-20","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2696/2022","EPI_ISL_14358441","2022-06-20","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2697/2022","EPI_ISL_14358442","2022-06-20","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2698/2022","EPI_ISL_14358443","2022-06-20","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2699/2022","EPI_ISL_14358444","2022-06-20","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2700/2022","EPI_ISL_14358445","2022-06-20","22C (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2701/2022","EPI_ISL_14358446","2022-06-20","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2702/2022","EPI_ISL_14358447","2022-06-20","22C (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2704/2022","EPI_ISL_14358448","2022-06-21","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2705/2022","EPI_ISL_14358449","2022-06-21","21L (Omicron)","6.344499","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2706/2022","EPI_ISL_14358450","2022-06-21","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2707/2022","EPI_ISL_14358451","2022-06-21","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2708/2022","EPI_ISL_14358452","2022-06-21","22A (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2709/2022","EPI_ISL_14358453","2022-06-21","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2710/2022","EPI_ISL_14358454","2022-06-21","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2711/2022","EPI_ISL_14358455","2022-06-21","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2712/2022","EPI_ISL_14358456","2022-06-21","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2713/2022","EPI_ISL_14358457","2022-06-21","21L (Omicron)","27.815857","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2714/2022","EPI_ISL_14358458","2022-06-21","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2715/2022","EPI_ISL_14358459","2022-06-21","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2716/2022","EPI_ISL_14358460","2022-06-21","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2717/2022","EPI_ISL_14358461","2022-06-21","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2718/2022","EPI_ISL_14358462","2022-06-22","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2719/2022","EPI_ISL_14358463","2022-06-22","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2720/2022","EPI_ISL_14358464","2022-06-22","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2721/2022","EPI_ISL_14358465","2022-06-22","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2722/2022","EPI_ISL_14358466","2022-06-22","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2723/2022","EPI_ISL_14358467","2022-06-22","21L (Omicron)","11.111111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2724/2022","EPI_ISL_14358468","2022-06-22","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2725/2022","EPI_ISL_14358469","2022-06-22","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2726/2022","EPI_ISL_14358470","2022-06-22","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2727/2022","EPI_ISL_14358471","2022-06-22","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2728/2022","EPI_ISL_14358472","2022-06-22","21L (Omicron)","8.59918","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2729/2022","EPI_ISL_14358473","2022-06-22","22A (Omicron)","7.716049","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2730/2022","EPI_ISL_14358474","2022-06-22","22A (Omicron)","1.422277","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2731/2022","EPI_ISL_14358475","2022-06-22","22A (Omicron)","18.938615","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2732/2022","EPI_ISL_14358476","2022-06-23","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2733/2022","EPI_ISL_14358477","2022-06-23","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2734/2022","EPI_ISL_14358478","2022-06-23","22B (Omicron)","6.066187","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2735/2022","EPI_ISL_14358479","2022-06-23","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2736/2022","EPI_ISL_14358480","2022-06-23","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2737/2022","EPI_ISL_14358481","2022-06-23","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2738/2022","EPI_ISL_14358482","2022-06-23","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2739/2022","EPI_ISL_14358483","2022-06-24","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2740/2022","EPI_ISL_14358484","2022-06-24","22C (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2741/2022","EPI_ISL_14358485","2022-06-24","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2742/2022","EPI_ISL_14358486","2022-06-24","21L (Omicron)","0.026557","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2743/2022","EPI_ISL_14358487","2022-06-24","21L (Omicron)","2.238903","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2744/2022","EPI_ISL_14358488","2022-06-24","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2745/2022","EPI_ISL_14358489","2022-06-24","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2746/2022","EPI_ISL_14358490","2022-06-24","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2747/2022","EPI_ISL_14358491","2022-06-24","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2748/2022","EPI_ISL_14358492","2022-06-24","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2749/2022","EPI_ISL_14358493","2022-06-24","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2750/2022","EPI_ISL_14358494","2022-06-24","21L (Omicron)","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2751/2022","EPI_ISL_14358495","2022-06-24","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2752/2022","EPI_ISL_14358496","2022-06-24","21L (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2753/2022","EPI_ISL_14358497","2022-06-25","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2754/2022","EPI_ISL_14358498","2022-06-25","22B (Omicron)","0.173611","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2755/2022","EPI_ISL_14358499","2022-06-25","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2756/2022","EPI_ISL_14358500","2022-06-25","21L (Omicron)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2757/2022","EPI_ISL_14358501","2022-06-25","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2758/2022","EPI_ISL_14358502","2022-06-25","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2759/2022","EPI_ISL_14358503","2022-06-25","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2760/2022","EPI_ISL_14358504","2022-06-26","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2761/2022","EPI_ISL_14358505","2022-06-26","21L (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2763/2022","EPI_ISL_14358506","2022-06-26","22B (Omicron)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_OS2764/2022","EPI_ISL_14358507","2022-06-26","21L (Omicron)","0","good","IMR","IMR"
